PartNumber	PartName	Nominal_size(ref)	Nominal_size(in)	t.p.i.	Pitch(in)	Threading(in)	Length(ref)	s-n-l	L_length(in)	Lg_grip_length	Lt_min thread_ref	D_body_dia(in)	A_head_dia(in)	H_head_height(in)	J_hex_scocket_size(in)	T_key_engagement(in)	F_fillet_transition_dia(in)	Material	Reference	Edition
ASME B18.3 SCREW 7/8 x 1.5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_7/8_x_1.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	7/8	0.875	9	0.1111	0.81	1  1/2 	s	1.50	0.222	2.25	0.875	1.688	0.468	0.562	0.248	0.905	St	ASME B18.3	1998
ASME B18.3 SCREW 7/8 x 1.75 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_7/8_x_1.75_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	7/8	0.875	9	0.1111	1.06	1  3/4 	s	1.75	0.222	2.25	0.875	1.688	0.468	0.562	0.248	0.905	St	ASME B18.3	1998
ASME B18.3 SCREW 7/8 x 2 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_7/8_x_2_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	7/8	0.875	9	0.1111	1.31	2      	s	2.00	0.222	2.25	0.875	1.688	0.468	0.562	0.248	0.905	St	ASME B18.3	1998
ASME B18.3 SCREW 7/8 x 2.25 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_7/8_x_2.25_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	7/8	0.875	9	0.1111	1.56	2  1/4 	s	2.25	0.222	2.25	0.875	1.688	0.468	0.562	0.248	0.905	St	ASME B18.3	1998
ASME B18.3 SCREW 7/8 x 2.5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_7/8_x_2.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	7/8	0.875	9	0.1111	1.81	2  1/2 	s	2.50	0.222	2.25	0.875	1.688	0.468	0.562	0.248	0.905	St	ASME B18.3	1998
ASME B18.3 SCREW 7/8 x 2.75 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_7/8_x_2.75_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	7/8	0.875	9	0.1111	2.06	2  3/4 	s	2.75	0.222	2.25	0.875	1.688	0.468	0.562	0.248	0.905	St	ASME B18.3	1998
ASME B18.3 SCREW 7/8 x 3 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_7/8_x_3_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	7/8	0.875	9	0.1111	2.25	3      	s	3.00	0.222	2.25	0.875	1.688	0.468	0.562	0.248	0.905	St	ASME B18.3	1998
ASME B18.3 SCREW 7/8 x 3.25 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_7/8_x_3.25_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	7/8	0.875	9	0.1111	2.25	3  1/4 	s	3.25	0.222	2.25	0.875	1.688	0.468	0.562	0.248	0.905	St	ASME B18.3	1998
ASME B18.3 SCREW 7/8 x 3.5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_7/8_x_3.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	7/8	0.875	9	0.1111	2.25	3  1/2 	s	3.50	0.222	2.25	0.875	1.688	0.468	0.562	0.248	0.905	St	ASME B18.3	1998
ASME B18.3 SCREW 7/8 x 4 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_7/8_x_4_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	7/8	0.875	9	0.1111	2.5	4      	n	4.00	1.5	2.25	0.875	1.688	0.468	0.562	0.248	0.905	St	ASME B18.3	1998
ASME B18.3 SCREW 7/8 x 4.5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_7/8_x_4.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	7/8	0.875	9	0.1111	3.0	4  1/2 	n	4.50	1.5	2.25	0.875	1.688	0.468	0.562	0.248	0.905	St	ASME B18.3	1998
ASME B18.3 SCREW 7/8 x 5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_7/8_x_5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	7/8	0.875	9	0.1111	2.5	5      	n	5.00	2.5	2.25	0.875	1.688	0.468	0.562	0.248	0.905	St	ASME B18.3	1998
ASME B18.3 SCREW 7/8 x 5.5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_7/8_x_5.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	7/8	0.875	9	0.1111	3.0	5  1/2 	n	5.50	2.5	2.25	0.875	1.688	0.468	0.562	0.248	0.905	St	ASME B18.3	1998
ASME B18.3 SCREW 7/8 x 6 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_7/8_x_6_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	7/8	0.875	9	0.1111	2.5	6      	n	6.00	3.5	2.25	0.875	1.688	0.468	0.562	0.248	0.905	St	ASME B18.3	1998
ASME B18.3 SCREW 7/8 x 6.5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_7/8_x_6.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	7/8	0.875	9	0.1111	3.0	6  1/2 	n	6.50	3.5	2.25	0.875	1.688	0.468	0.562	0.248	0.905	St	ASME B18.3	1998
ASME B18.3 SCREW 7/8 x 7 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_7/8_x_7_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	7/8	0.875	9	0.1111	2.5	7      	n	7.00	4.5	2.25	0.875	1.688	0.468	0.562	0.248	0.905	St	ASME B18.3	1998
ASME B18.3 SCREW 7/8 x 8 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_7/8_x_8_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	7/8	0.875	9	0.1111	2.5	8      	n	8.00	5.5	2.25	0.875	1.688	0.468	0.562	0.248	0.905	St	ASME B18.3	1998
ASME B18.3 SCREW 7/8 x 9 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_7/8_x_9_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	7/8	0.875	9	0.1111	2.25	9      	n	9.00	6.75	2.25	0.875	1.688	0.468	0.562	0.248	0.905	St	ASME B18.3	1998
ASME B18.3 SCREW 7/8 x 10 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_7/8_x_10_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	7/8	0.875	9	0.1111	2.25	10      	n	10.00	7.75	2.25	0.875	1.688	0.468	0.562	0.248	0.905	St	ASME B18.3	1998
ASME B18.3 SCREW 7/8 x 12 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_7/8_x_12_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	7/8	0.875	9	0.1111	2.25	12      	n	12.00	9.75	2.25	0.875	1.688	0.468	0.562	0.248	0.905	St	ASME B18.3	1998
ASME B18.3 SCREW 7/8 x 14 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_7/8_x_14_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	7/8	0.875	9	0.1111	2.25	14      	n	14.00	11.75	2.25	0.875	1.688	0.468	0.562	0.248	0.905	St	ASME B18.3	1998
ASME B18.3 SCREW 7/8 x 16 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_7/8_x_16_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	7/8	0.875	9	0.1111	2.25	16      	n	16.00	13.75	2.25	0.875	1.688	0.468	0.562	0.248	0.905	St	ASME B18.3	1998
ASME B18.3 SCREW 7/8 x 18 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_7/8_x_18_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	7/8	0.875	9	0.1111	2.25	18      	n	18.00	15.75	2.25	0.875	1.688	0.468	0.562	0.248	0.905	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 1 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_x_1_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1	1.0	8	0.1250	0.21	1      	s	1.00	0.25	2.5	1.0	1.938	0.54	0.625	0.297	1.03	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 1.25 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_x_1.25_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1	1.0	8	0.1250	0.46	1  1/4 	s	1.25	0.25	2.5	1.0	1.938	0.54	0.625	0.297	1.03	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 1.5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_x_1.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1	1.0	8	0.1250	0.71	1  1/2 	s	1.50	0.25	2.5	1.0	1.938	0.54	0.625	0.297	1.03	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 1.75 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_x_1.75_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1	1.0	8	0.1250	0.96	1  3/4 	s	1.75	0.25	2.5	1.0	1.938	0.54	0.625	0.297	1.03	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 2 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_x_2_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1	1.0	8	0.1250	1.21	2      	s	2.00	0.25	2.5	1.0	1.938	0.54	0.625	0.297	1.03	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 2.25 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_x_2.25_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1	1.0	8	0.1250	1.46	2  1/4 	s	2.25	0.25	2.5	1.0	1.938	0.54	0.625	0.297	1.03	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 2.5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_x_2.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1	1.0	8	0.1250	1.71	2  1/2 	s	2.50	0.25	2.5	1.0	1.938	0.54	0.625	0.297	1.03	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 2.75 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_x_2.75_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1	1.0	8	0.1250	1.96	2  3/4 	s	2.75	0.25	2.5	1.0	1.938	0.54	0.625	0.297	1.03	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 3 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_x_3_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1	1.0	8	0.1250	2.21	3      	s	3.00	0.25	2.5	1.0	1.938	0.54	0.625	0.297	1.03	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 3.25 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_x_3.25_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1	1.0	8	0.1250	2.46	3  1/4 	s	3.25	0.25	2.5	1.0	1.938	0.54	0.625	0.297	1.03	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 3.5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_x_3.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1	1.0	8	0.1250	2.5	3  1/2 	s	3.50	0.25	2.5	1.0	1.938	0.54	0.625	0.297	1.03	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 4 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_x_4_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1	1.0	8	0.1250	2.5	4      	n	4.00	1.5	2.5	1.0	1.938	0.54	0.625	0.297	1.03	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 4.5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_x_4.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1	1.0	8	0.1250	3.0	4  1/2 	n	4.50	1.5	2.5	1.0	1.938	0.54	0.625	0.297	1.03	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_x_5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1	1.0	8	0.1250	2.5	5      	n	5.00	2.5	2.5	1.0	1.938	0.54	0.625	0.297	1.03	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 5.5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_x_5.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1	1.0	8	0.1250	3.0	5  1/2 	n	5.50	2.5	2.5	1.0	1.938	0.54	0.625	0.297	1.03	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 6 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_x_6_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1	1.0	8	0.1250	2.5	6      	n	6.00	3.5	2.5	1.0	1.938	0.54	0.625	0.297	1.03	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 6.5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_x_6.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1	1.0	8	0.1250	3.0	6  1/2 	n	6.50	3.5	2.5	1.0	1.938	0.54	0.625	0.297	1.03	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 7 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_x_7_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1	1.0	8	0.1250	2.5	7      	n	7.00	4.5	2.5	1.0	1.938	0.54	0.625	0.297	1.03	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 8 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_x_8_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1	1.0	8	0.1250	2.5	8      	n	8.00	5.5	2.5	1.0	1.938	0.54	0.625	0.297	1.03	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 9 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_x_9_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1	1.0	8	0.1250	2.5	9      	n	9.00	6.5	2.5	1.0	1.938	0.54	0.625	0.297	1.03	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 10 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_x_10_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1	1.0	8	0.1250	2.5	10      	n	10.00	7.5	2.5	1.0	1.938	0.54	0.625	0.297	1.03	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 12 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_x_12_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1	1.0	8	0.1250	2.5	12      	n	12.00	9.5	2.5	1.0	1.938	0.54	0.625	0.297	1.03	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 14 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_x_14_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1	1.0	8	0.1250	2.5	14      	n	14.00	11.5	2.5	1.0	1.938	0.54	0.625	0.297	1.03	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 16 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_x_16_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1	1.0	8	0.1250	2.5	16      	n	16.00	13.5	2.5	1.0	1.938	0.54	0.625	0.297	1.03	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 18 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_x_18_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1	1.0	8	0.1250	2.5	18      	n	18.00	15.5	2.5	1.0	1.938	0.54	0.625	0.297	1.03	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 20 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_x_20_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1	1.0	8	0.1250	2.5	20      	n	20.00	17.5	2.5	1.0	1.938	0.54	0.625	0.297	1.03	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/8 x 1 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/8_x_1_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/8	1.125	7	0.1429	0.246	1      	1+	1.00	0.714	2.81	1.125	2.188	0.611	0.75	0.325	1.187	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/8 x 1.5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/8_x_1.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/8	1.125	7	0.1429	0.746	1  1/2 	1+	1.50	0.714	2.81	1.125	2.188	0.611	0.75	0.325	1.187	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/8 x 2 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/8_x_2_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/8	1.125	7	0.1429	1.246	2      	1+	2.00	0.714	2.81	1.125	2.188	0.611	0.75	0.325	1.187	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/8 x 2.5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/8_x_2.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/8	1.125	7	0.1429	1.746	2  1/2 	1+	2.50	0.714	2.81	1.125	2.188	0.611	0.75	0.325	1.187	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/8 x 3 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/8_x_3_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/8	1.125	7	0.1429	2.246	3      	1+	3.00	0.714	2.81	1.125	2.188	0.611	0.75	0.325	1.187	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/8 x 3.5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/8_x_3.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/8	1.125	7	0.1429	2.746	3  1/2 	1+	3.50	0.714	2.81	1.125	2.188	0.611	0.75	0.325	1.187	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/8 x 4 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/8_x_4_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/8	1.125	7	0.1429	2.81	4      	1+	4.00	1.19	2.81	1.125	2.188	0.611	0.75	0.325	1.187	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/8 x 4.5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/8_x_4.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/8	1.125	7	0.1429	2.81	4  1/2 	1+	4.50	1.69	2.81	1.125	2.188	0.611	0.75	0.325	1.187	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/8 x 5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/8_x_5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/8	1.125	7	0.1429	2.81	5      	1+	5.00	2.19	2.81	1.125	2.188	0.611	0.75	0.325	1.187	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/8 x 5.5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/8_x_5.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/8	1.125	7	0.1429	2.81	5  1/2 	1+	5.50	2.69	2.81	1.125	2.188	0.611	0.75	0.325	1.187	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/8 x 6 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/8_x_6_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/8	1.125	7	0.1429	2.81	6      	1+	6.00	3.19	2.81	1.125	2.188	0.611	0.75	0.325	1.187	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/8 x 6.5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/8_x_6.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/8	1.125	7	0.1429	2.81	6  1/2 	1+	6.50	3.69	2.81	1.125	2.188	0.611	0.75	0.325	1.187	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/8 x 7 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/8_x_7_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/8	1.125	7	0.1429	2.81	7      	1+	7.00	4.19	2.81	1.125	2.188	0.611	0.75	0.325	1.187	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/8 x 8 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/8_x_8_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/8	1.125	7	0.1429	2.81	8      	1+	8.00	5.19	2.81	1.125	2.188	0.611	0.75	0.325	1.187	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/8 x 9 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/8_x_9_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/8	1.125	7	0.1429	2.81	9      	1+	9.00	6.19	2.81	1.125	2.188	0.611	0.75	0.325	1.187	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/8 x 10 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/8_x_10_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/8	1.125	7	0.1429	2.81	10      	1+	10.00	7.19	2.81	1.125	2.188	0.611	0.75	0.325	1.187	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/8 x 12 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/8_x_12_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/8	1.125	7	0.1429	2.81	12      	1+	12.00	9.19	2.81	1.125	2.188	0.611	0.75	0.325	1.187	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/8 x 14 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/8_x_14_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/8	1.125	7	0.1429	2.81	14      	1+	14.00	11.19	2.81	1.125	2.188	0.611	0.75	0.325	1.187	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/8 x 16 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/8_x_16_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/8	1.125	7	0.1429	2.81	16      	1+	16.00	13.19	2.81	1.125	2.188	0.611	0.75	0.325	1.187	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/8 x 18 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/8_x_18_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/8	1.125	7	0.1429	2.81	18      	1+	18.00	15.19	2.81	1.125	2.188	0.611	0.75	0.325	1.187	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/8 x 20 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/8_x_20_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/8	1.125	7	0.1429	2.81	20      	1+	20.00	17.19	2.81	1.125	2.188	0.611	0.75	0.325	1.187	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/4 x 1 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/4_x_1_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/4	1.25	7	0.1429	0.174	1      	1+	1.00	0.714	3.12	1.25	2.438	0.683	0.875	0.358	1.312	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/4 x 1.5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/4_x_1.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/4	1.25	7	0.1429	0.674	1  1/2 	1+	1.50	0.714	3.12	1.25	2.438	0.683	0.875	0.358	1.312	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/4 x 2 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/4_x_2_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/4	1.25	7	0.1429	1.174	2      	1+	2.00	0.714	3.12	1.25	2.438	0.683	0.875	0.358	1.312	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/4 x 2.5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/4_x_2.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/4	1.25	7	0.1429	1.674	2  1/2 	1+	2.50	0.714	3.12	1.25	2.438	0.683	0.875	0.358	1.312	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/4 x 3 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/4_x_3_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/4	1.25	7	0.1429	2.174	3      	1+	3.00	0.714	3.12	1.25	2.438	0.683	0.875	0.358	1.312	St	ASME B18.3	1998
