PartNumber	PartName	Nominal_size(ref)	Nominal_size(in)	t.p.i.	Pitch(in)	Threading(in)	FullyThreaded	multiplier/increment	Length(ref)	L_length(in)	E_full_size_body_max_dia(in)	E_full_size_body_min_dia(in)	F_width_across_flats_basic(in)	F_width_across_flats_max(in)	F_width_across_flats_min(in)	G_width_across_corners_max(in)	G_width_across_corners_min(in)	H_head_height_basic(in)	H_head_height_max(in)	H_head_height_min(in)	R_fillet_rad(in)	J_wrenching_height(in)	Y_transition_thread_length(in)	Material	Reference	Edition
ASME B18.2.1 SCREW 1_3/4 x 4.75 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_3/4_x_4.75_UNC_STEEL_HEXAGON_CAP_SCREW	1_3/4	1.75	5	0.2	4.250	Y	2.5	4  3/4 	4.75	1.75	1.738	2.625	2.625	2.538	3.031	2.893	1.094	1.134	1.054	0.12	0.748	1.0	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/4 x 5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_3/4_x_5_UNC_STEEL_HEXAGON_CAP_SCREW	1_3/4	1.75	5	0.2	4.500	Y	2.5	5      	5.0	1.75	1.738	2.625	2.625	2.538	3.031	2.893	1.094	1.134	1.054	0.12	0.748	1.0	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/4 x 5.5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_3/4_x_5.5_UNC_STEEL_HEXAGON_CAP_SCREW	1_3/4	1.75	5	0.2	3.750	N	0.25	5  1/2 	5.5	1.75	1.738	2.625	2.625	2.538	3.031	2.893	1.094	1.134	1.054	0.12	0.748	1.0	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/4 x 6 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_3/4_x_6_UNC_STEEL_HEXAGON_CAP_SCREW	1_3/4	1.75	5	0.2	3.750	N	0.25	6      	6.0	1.75	1.738	2.625	2.625	2.538	3.031	2.893	1.094	1.134	1.054	0.12	0.748	1.0	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/4 x 6.5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_3/4_x_6.5_UNC_STEEL_HEXAGON_CAP_SCREW	1_3/4	1.75	5	0.2	4.000	N	0.5	6  1/2 	6.5	1.75	1.738	2.625	2.625	2.538	3.031	2.893	1.094	1.134	1.054	0.12	0.748	1.0	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/4 x 7 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_3/4_x_7_UNC_STEEL_HEXAGON_CAP_SCREW	1_3/4	1.75	5	0.2	4.000	N	0.5	7      	7.0	1.75	1.738	2.625	2.625	2.538	3.031	2.893	1.094	1.134	1.054	0.12	0.748	1.0	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/4 x 7.5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_3/4_x_7.5_UNC_STEEL_HEXAGON_CAP_SCREW	1_3/4	1.75	5	0.2	4.000	N	0.5	7  1/2 	7.5	1.75	1.738	2.625	2.625	2.538	3.031	2.893	1.094	1.134	1.054	0.12	0.748	1.0	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/4 x 8 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_3/4_x_8_UNC_STEEL_HEXAGON_CAP_SCREW	1_3/4	1.75	5	0.2	4.000	N	0.5	8      	8.0	1.75	1.738	2.625	2.625	2.538	3.031	2.893	1.094	1.134	1.054	0.12	0.748	1.0	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2 x 2.25 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_x_2.25_UNC_STEEL_HEXAGON_CAP_SCREW	2	2.0	4 1/2	0.2222	1.694	Y	2.5	2  1/4 	2.25	2.0	1.988	3.0	3.0	2.9	3.464	3.306	1.219	1.263	1.175	0.12	0.825	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2 x 2.75 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_x_2.75_UNC_STEEL_HEXAGON_CAP_SCREW	2	2.0	4 1/2	0.2222	2.194	Y	2.5	2  3/4 	2.75	2.0	1.988	3.0	3.0	2.9	3.464	3.306	1.219	1.263	1.175	0.12	0.825	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2 x 3 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_x_3_UNC_STEEL_HEXAGON_CAP_SCREW	2	2.0	4 1/2	0.2222	2.444	Y	2.5	3      	3.0	2.0	1.988	3.0	3.0	2.9	3.464	3.306	1.219	1.263	1.175	0.12	0.825	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2 x 3.25 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_x_3.25_UNC_STEEL_HEXAGON_CAP_SCREW	2	2.0	4 1/2	0.2222	2.694	Y	2.5	3  1/4 	3.25	2.0	1.988	3.0	3.0	2.9	3.464	3.306	1.219	1.263	1.175	0.12	0.825	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2 x 3.5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_x_3.5_UNC_STEEL_HEXAGON_CAP_SCREW	2	2.0	4 1/2	0.2222	2.944	Y	2.5	3  1/2 	3.5	2.0	1.988	3.0	3.0	2.9	3.464	3.306	1.219	1.263	1.175	0.12	0.825	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2 x 3.75 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_x_3.75_UNC_STEEL_HEXAGON_CAP_SCREW	2	2.0	4 1/2	0.2222	3.194	Y	2.5	3  3/4 	3.75	2.0	1.988	3.0	3.0	2.9	3.464	3.306	1.219	1.263	1.175	0.12	0.825	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2 x 4 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_x_4_UNC_STEEL_HEXAGON_CAP_SCREW	2	2.0	4 1/2	0.2222	3.444	Y	2.5	4      	4.0	2.0	1.988	3.0	3.0	2.9	3.464	3.306	1.219	1.263	1.175	0.12	0.825	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2 x 4.25 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_x_4.25_UNC_STEEL_HEXAGON_CAP_SCREW	2	2.0	4 1/2	0.2222	3.694	Y	2.5	4  1/4 	4.25	2.0	1.988	3.0	3.0	2.9	3.464	3.306	1.219	1.263	1.175	0.12	0.825	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2 x 4.5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_x_4.5_UNC_STEEL_HEXAGON_CAP_SCREW	2	2.0	4 1/2	0.2222	3.944	Y	2.5	4  1/2 	4.5	2.0	1.988	3.0	3.0	2.9	3.464	3.306	1.219	1.263	1.175	0.12	0.825	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2 x 4.75 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_x_4.75_UNC_STEEL_HEXAGON_CAP_SCREW	2	2.0	4 1/2	0.2222	4.194	Y	2.5	4  3/4 	4.75	2.0	1.988	3.0	3.0	2.9	3.464	3.306	1.219	1.263	1.175	0.12	0.825	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2 x 5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_x_5_UNC_STEEL_HEXAGON_CAP_SCREW	2	2.0	4 1/2	0.2222	4.444	Y	2.5	5      	5.0	2.0	1.988	3.0	3.0	2.9	3.464	3.306	1.219	1.263	1.175	0.12	0.825	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2 x 5.5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_x_5.5_UNC_STEEL_HEXAGON_CAP_SCREW	2	2.0	4 1/2	0.2222	4.944	Y	2.5	5  1/2 	5.5	2.0	1.988	3.0	3.0	2.9	3.464	3.306	1.219	1.263	1.175	0.12	0.825	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2 x 6 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_x_6_UNC_STEEL_HEXAGON_CAP_SCREW	2	2.0	4 1/2	0.2222	4.250	N	0.25	6      	6.0	2.0	1.988	3.0	3.0	2.9	3.464	3.306	1.219	1.263	1.175	0.12	0.825	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2 x 6.5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_x_6.5_UNC_STEEL_HEXAGON_CAP_SCREW	2	2.0	4 1/2	0.2222	4.500	N	0.5	6  1/2 	6.5	2.0	1.988	3.0	3.0	2.9	3.464	3.306	1.219	1.263	1.175	0.12	0.825	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2 x 7 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_x_7_UNC_STEEL_HEXAGON_CAP_SCREW	2	2.0	4 1/2	0.2222	4.500	N	0.5	7      	7.0	2.0	1.988	3.0	3.0	2.9	3.464	3.306	1.219	1.263	1.175	0.12	0.825	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2 x 7.5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_x_7.5_UNC_STEEL_HEXAGON_CAP_SCREW	2	2.0	4 1/2	0.2222	4.500	N	0.5	7  1/2 	7.5	2.0	1.988	3.0	3.0	2.9	3.464	3.306	1.219	1.263	1.175	0.12	0.825	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2 x 8 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_x_8_UNC_STEEL_HEXAGON_CAP_SCREW	2	2.0	4 1/2	0.2222	4.500	N	0.5	8      	8.0	2.0	1.988	3.0	3.0	2.9	3.464	3.306	1.219	1.263	1.175	0.12	0.825	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2 x 8.5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_x_8.5_UNC_STEEL_HEXAGON_CAP_SCREW	2	2.0	4 1/2	0.2222	4.500	N	0.5	8  1/2 	8.5	2.0	1.988	3.0	3.0	2.9	3.464	3.306	1.219	1.263	1.175	0.12	0.825	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2 x 9 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_x_9_UNC_STEEL_HEXAGON_CAP_SCREW	2	2.0	4 1/2	0.2222	4.500	N	0.5	9      	9.0	2.0	1.988	3.0	3.0	2.9	3.464	3.306	1.219	1.263	1.175	0.12	0.825	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2 x 9.5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_x_9.5_UNC_STEEL_HEXAGON_CAP_SCREW	2	2.0	4 1/2	0.2222	4.500	N	0.5	9  1/2 	9.5	2.0	1.988	3.0	3.0	2.9	3.464	3.306	1.219	1.263	1.175	0.12	0.825	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2 x 10 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_x_10_UNC_STEEL_HEXAGON_CAP_SCREW	2	2.0	4 1/2	0.2222	4.500	N	0.5	10      	10.0	2.0	1.988	3.0	3.0	2.9	3.464	3.306	1.219	1.263	1.175	0.12	0.825	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/4 x 2.75 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_1/4_x_2.75_UNC_STEEL_HEXAGON_CAP_SCREW	2_1/4	2.25	4 1/2	0.2222	2.194	Y	2.5	2  3/4 	2.75	2.25	2.238	3.375	3.375	3.262	3.897	3.719	1.375	1.423	1.327	0.19	0.933	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/4 x 3 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_1/4_x_3_UNC_STEEL_HEXAGON_CAP_SCREW	2_1/4	2.25	4 1/2	0.2222	2.444	Y	2.5	3      	3.0	2.25	2.238	3.375	3.375	3.262	3.897	3.719	1.375	1.423	1.327	0.19	0.933	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/4 x 3.25 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_1/4_x_3.25_UNC_STEEL_HEXAGON_CAP_SCREW	2_1/4	2.25	4 1/2	0.2222	2.694	Y	2.5	3  1/4 	3.25	2.25	2.238	3.375	3.375	3.262	3.897	3.719	1.375	1.423	1.327	0.19	0.933	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/4 x 3.5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_1/4_x_3.5_UNC_STEEL_HEXAGON_CAP_SCREW	2_1/4	2.25	4 1/2	0.2222	2.944	Y	2.5	3  1/2 	3.5	2.25	2.238	3.375	3.375	3.262	3.897	3.719	1.375	1.423	1.327	0.19	0.933	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/4 x 3.75 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_1/4_x_3.75_UNC_STEEL_HEXAGON_CAP_SCREW	2_1/4	2.25	4 1/2	0.2222	3.194	Y	2.5	3  3/4 	3.75	2.25	2.238	3.375	3.375	3.262	3.897	3.719	1.375	1.423	1.327	0.19	0.933	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/4 x 4 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_1/4_x_4_UNC_STEEL_HEXAGON_CAP_SCREW	2_1/4	2.25	4 1/2	0.2222	3.444	Y	2.5	4      	4.0	2.25	2.238	3.375	3.375	3.262	3.897	3.719	1.375	1.423	1.327	0.19	0.933	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/4 x 4.25 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_1/4_x_4.25_UNC_STEEL_HEXAGON_CAP_SCREW	2_1/4	2.25	4 1/2	0.2222	3.694	Y	2.5	4  1/4 	4.25	2.25	2.238	3.375	3.375	3.262	3.897	3.719	1.375	1.423	1.327	0.19	0.933	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/4 x 4.5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_1/4_x_4.5_UNC_STEEL_HEXAGON_CAP_SCREW	2_1/4	2.25	4 1/2	0.2222	3.944	Y	2.5	4  1/2 	4.5	2.25	2.238	3.375	3.375	3.262	3.897	3.719	1.375	1.423	1.327	0.19	0.933	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/4 x 4.75 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_1/4_x_4.75_UNC_STEEL_HEXAGON_CAP_SCREW	2_1/4	2.25	4 1/2	0.2222	4.194	Y	2.5	4  3/4 	4.75	2.25	2.238	3.375	3.375	3.262	3.897	3.719	1.375	1.423	1.327	0.19	0.933	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/4 x 5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_1/4_x_5_UNC_STEEL_HEXAGON_CAP_SCREW	2_1/4	2.25	4 1/2	0.2222	4.444	Y	2.5	5      	5.0	2.25	2.238	3.375	3.375	3.262	3.897	3.719	1.375	1.423	1.327	0.19	0.933	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/4 x 5.5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_1/4_x_5.5_UNC_STEEL_HEXAGON_CAP_SCREW	2_1/4	2.25	4 1/2	0.2222	4.944	Y	2.5	5  1/2 	5.5	2.25	2.238	3.375	3.375	3.262	3.897	3.719	1.375	1.423	1.327	0.19	0.933	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/4 x 6 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_1/4_x_6_UNC_STEEL_HEXAGON_CAP_SCREW	2_1/4	2.25	4 1/2	0.2222	5.444	Y	2.5	6      	6.0	2.25	2.238	3.375	3.375	3.262	3.897	3.719	1.375	1.423	1.327	0.19	0.933	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/4 x 6.5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_1/4_x_6.5_UNC_STEEL_HEXAGON_CAP_SCREW	2_1/4	2.25	4 1/2	0.2222	5.944	Y	2.5	6  1/2 	6.5	2.25	2.238	3.375	3.375	3.262	3.897	3.719	1.375	1.423	1.327	0.19	0.933	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/4 x 7 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_1/4_x_7_UNC_STEEL_HEXAGON_CAP_SCREW	2_1/4	2.25	4 1/2	0.2222	5.000	N	0.5	7      	7.0	2.25	2.238	3.375	3.375	3.262	3.897	3.719	1.375	1.423	1.327	0.19	0.933	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/4 x 7.5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_1/4_x_7.5_UNC_STEEL_HEXAGON_CAP_SCREW	2_1/4	2.25	4 1/2	0.2222	5.000	N	0.5	7  1/2 	7.5	2.25	2.238	3.375	3.375	3.262	3.897	3.719	1.375	1.423	1.327	0.19	0.933	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/4 x 8 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_1/4_x_8_UNC_STEEL_HEXAGON_CAP_SCREW	2_1/4	2.25	4 1/2	0.2222	5.000	N	0.5	8      	8.0	2.25	2.238	3.375	3.375	3.262	3.897	3.719	1.375	1.423	1.327	0.19	0.933	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/4 x 8.5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_1/4_x_8.5_UNC_STEEL_HEXAGON_CAP_SCREW	2_1/4	2.25	4 1/2	0.2222	5.000	N	0.5	8  1/2 	8.5	2.25	2.238	3.375	3.375	3.262	3.897	3.719	1.375	1.423	1.327	0.19	0.933	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/4 x 9 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_1/4_x_9_UNC_STEEL_HEXAGON_CAP_SCREW	2_1/4	2.25	4 1/2	0.2222	5.000	N	0.5	9      	9.0	2.25	2.238	3.375	3.375	3.262	3.897	3.719	1.375	1.423	1.327	0.19	0.933	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/4 x 9.5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_1/4_x_9.5_UNC_STEEL_HEXAGON_CAP_SCREW	2_1/4	2.25	4 1/2	0.2222	5.000	N	0.5	9  1/2 	9.5	2.25	2.238	3.375	3.375	3.262	3.897	3.719	1.375	1.423	1.327	0.19	0.933	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/4 x 10 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_1/4_x_10_UNC_STEEL_HEXAGON_CAP_SCREW	2_1/4	2.25	4 1/2	0.2222	5.000	N	0.5	10      	10.0	2.25	2.238	3.375	3.375	3.262	3.897	3.719	1.375	1.423	1.327	0.19	0.933	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/2 x 2.75 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_1/2_x_2.75_UNC_STEEL_HEXAGON_CAP_SCREW	2_1/2	2.5	4 1/2	0.2222	2.194	Y	2.5	2  3/4 	2.75	2.5	2.488	3.75	3.75	3.625	4.33	4.133	1.531	1.583	1.479	0.19	1.042	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/2 x 3 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_1/2_x_3_UNC_STEEL_HEXAGON_CAP_SCREW	2_1/2	2.5	4 1/2	0.2222	2.444	Y	2.5	3      	3.0	2.5	2.488	3.75	3.75	3.625	4.33	4.133	1.531	1.583	1.479	0.19	1.042	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/2 x 3.25 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_1/2_x_3.25_UNC_STEEL_HEXAGON_CAP_SCREW	2_1/2	2.5	4 1/2	0.2222	2.694	Y	2.5	3  1/4 	3.25	2.5	2.488	3.75	3.75	3.625	4.33	4.133	1.531	1.583	1.479	0.19	1.042	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/2 x 3.5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_1/2_x_3.5_UNC_STEEL_HEXAGON_CAP_SCREW	2_1/2	2.5	4 1/2	0.2222	2.944	Y	2.5	3  1/2 	3.5	2.5	2.488	3.75	3.75	3.625	4.33	4.133	1.531	1.583	1.479	0.19	1.042	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/2 x 3.75 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_1/2_x_3.75_UNC_STEEL_HEXAGON_CAP_SCREW	2_1/2	2.5	4 1/2	0.2222	3.194	Y	2.5	3  3/4 	3.75	2.5	2.488	3.75	3.75	3.625	4.33	4.133	1.531	1.583	1.479	0.19	1.042	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/2 x 4 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_1/2_x_4_UNC_STEEL_HEXAGON_CAP_SCREW	2_1/2	2.5	4 1/2	0.2222	3.444	Y	2.5	4      	4.0	2.5	2.488	3.75	3.75	3.625	4.33	4.133	1.531	1.583	1.479	0.19	1.042	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/2 x 4.25 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_1/2_x_4.25_UNC_STEEL_HEXAGON_CAP_SCREW	2_1/2	2.5	4 1/2	0.2222	3.694	Y	2.5	4  1/4 	4.25	2.5	2.488	3.75	3.75	3.625	4.33	4.133	1.531	1.583	1.479	0.19	1.042	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/2 x 4.5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_1/2_x_4.5_UNC_STEEL_HEXAGON_CAP_SCREW	2_1/2	2.5	4 1/2	0.2222	3.944	Y	2.5	4  1/2 	4.5	2.5	2.488	3.75	3.75	3.625	4.33	4.133	1.531	1.583	1.479	0.19	1.042	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/2 x 4.75 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_1/2_x_4.75_UNC_STEEL_HEXAGON_CAP_SCREW	2_1/2	2.5	4 1/2	0.2222	4.194	Y	2.5	4  3/4 	4.75	2.5	2.488	3.75	3.75	3.625	4.33	4.133	1.531	1.583	1.479	0.19	1.042	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/2 x 5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_1/2_x_5_UNC_STEEL_HEXAGON_CAP_SCREW	2_1/2	2.5	4 1/2	0.2222	4.444	Y	2.5	5      	5.0	2.5	2.488	3.75	3.75	3.625	4.33	4.133	1.531	1.583	1.479	0.19	1.042	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/2 x 5.5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_1/2_x_5.5_UNC_STEEL_HEXAGON_CAP_SCREW	2_1/2	2.5	4 1/2	0.2222	4.944	Y	2.5	5  1/2 	5.5	2.5	2.488	3.75	3.75	3.625	4.33	4.133	1.531	1.583	1.479	0.19	1.042	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/2 x 6 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_1/2_x_6_UNC_STEEL_HEXAGON_CAP_SCREW	2_1/2	2.5	4 1/2	0.2222	5.444	Y	2.5	6      	6.0	2.5	2.488	3.75	3.75	3.625	4.33	4.133	1.531	1.583	1.479	0.19	1.042	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/2 x 6.5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_1/2_x_6.5_UNC_STEEL_HEXAGON_CAP_SCREW	2_1/2	2.5	4 1/2	0.2222	5.944	Y	2.5	6  1/2 	6.5	2.5	2.488	3.75	3.75	3.625	4.33	4.133	1.531	1.583	1.479	0.19	1.042	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/2 x 7 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_1/2_x_7_UNC_STEEL_HEXAGON_CAP_SCREW	2_1/2	2.5	4 1/2	0.2222	6.444	Y	2.5	7      	7.0	2.5	2.488	3.75	3.75	3.625	4.33	4.133	1.531	1.583	1.479	0.19	1.042	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/2 x 7.5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_1/2_x_7.5_UNC_STEEL_HEXAGON_CAP_SCREW	2_1/2	2.5	4 1/2	0.2222	5.500	N	0.5	7  1/2 	7.5	2.5	2.488	3.75	3.75	3.625	4.33	4.133	1.531	1.583	1.479	0.19	1.042	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/2 x 8 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_1/2_x_8_UNC_STEEL_HEXAGON_CAP_SCREW	2_1/2	2.5	4 1/2	0.2222	5.500	N	0.5	8      	8.0	2.5	2.488	3.75	3.75	3.625	4.33	4.133	1.531	1.583	1.479	0.19	1.042	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/2 x 8.5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_1/2_x_8.5_UNC_STEEL_HEXAGON_CAP_SCREW	2_1/2	2.5	4 1/2	0.2222	5.500	N	0.5	8  1/2 	8.5	2.5	2.488	3.75	3.75	3.625	4.33	4.133	1.531	1.583	1.479	0.19	1.042	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/2 x 9 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_1/2_x_9_UNC_STEEL_HEXAGON_CAP_SCREW	2_1/2	2.5	4 1/2	0.2222	5.500	N	0.5	9      	9.0	2.5	2.488	3.75	3.75	3.625	4.33	4.133	1.531	1.583	1.479	0.19	1.042	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/2 x 9.5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_1/2_x_9.5_UNC_STEEL_HEXAGON_CAP_SCREW	2_1/2	2.5	4 1/2	0.2222	5.500	N	0.5	9  1/2 	9.5	2.5	2.488	3.75	3.75	3.625	4.33	4.133	1.531	1.583	1.479	0.19	1.042	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/2 x 10 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_1/2_x_10_UNC_STEEL_HEXAGON_CAP_SCREW	2_1/2	2.5	4 1/2	0.2222	5.500	N	0.5	10      	10.0	2.5	2.488	3.75	3.75	3.625	4.33	4.133	1.531	1.583	1.479	0.19	1.042	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_3/4 x 2.75 UNC STEEL HEXAGON CAP	ASME_B18_2_1_2_3/4_x_2.75_UNC_STEEL_HEXAGON_CAP_SCREW	2_3/4	2.75	4	0.25	2.125	Y	2.5	2  3/4 	2.75	2.75	2.738	4.125	4.125	3.988	4.763	4.546	1.688	1.744	1.632	0.19	1.151	1.25	St	ASME B18.2.1	1996
