PartNumber	PartName	Nominal_size(ref)	Nominal_size(in)	t.p.i.	Pitch(in)	Threading(in)	threshold	FullyThreaded	MinimumThread	Length(ref)	L_length(in)	A_dia_max_dia(in)	A_dia_min_dia(in)	H_dia_max(in)	H_dia_min(in)	R_head_radius(in)	J_slot_width_max(in)	J_slot_width_mix(in)	T_slot_depth_max(in)	T_slot_depth_min(in)	Material	Reference	Edition
ASME B18.6.3 SCREW 9/16 x 1_1/4 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_9/16_x_1_1/4_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	9/16	0.563	12	0.0833	1.167	2.0	Y	1.5	1_1/4	1.25	1.041	1.0	0.315	0.293	0.197	0.118	0.102	0.179	0.146	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 9/16 x 1_1/2 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_9/16_x_1_1/2_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	9/16	0.563	12	0.0833	1.417	2.0	Y	1.5	1_1/2	1.5	1.041	1.0	0.315	0.293	0.197	0.118	0.102	0.179	0.146	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 9/16 x 1_3/4 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_9/16_x_1_3/4_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	9/16	0.563	12	0.0833	1.583	2.0	Y	1.5	1_3/4	1.75	1.041	1.0	0.315	0.293	0.197	0.118	0.102	0.179	0.146	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 9/16 x 2 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_9/16_x_2_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	9/16	0.563	12	0.0833	1.833	2.0	Y	1.5	2	2.0	1.041	1.0	0.315	0.293	0.197	0.118	0.102	0.179	0.146	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 9/16 x 2_1/4 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_9/16_x_2_1/4_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	9/16	0.563	12	0.0833	1.5	2.0	N	1.5	2_1/4	2.25	1.041	1.0	0.315	0.293	0.197	0.118	0.102	0.179	0.146	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 9/16 x 2_1/2 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_9/16_x_2_1/2_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	9/16	0.563	12	0.0833	1.5	2.0	N	1.5	2_1/2	2.5	1.041	1.0	0.315	0.293	0.197	0.118	0.102	0.179	0.146	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 9/16 x 2_3/4 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_9/16_x_2_3/4_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	9/16	0.563	12	0.0833	1.5	2.0	N	1.5	2_3/4	2.75	1.041	1.0	0.315	0.293	0.197	0.118	0.102	0.179	0.146	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 9/16 x 3 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_9/16_x_3_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	9/16	0.563	12	0.0833	1.5	2.0	N	1.5	3	3.0	1.041	1.0	0.315	0.293	0.197	0.118	0.102	0.179	0.146	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 9/16 x 3_1/4 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_9/16_x_3_1/4_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	9/16	0.563	12	0.0833	1.5	2.0	N	1.5	3_1/4	3.25	1.041	1.0	0.315	0.293	0.197	0.118	0.102	0.179	0.146	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 9/16 x 3_1/2 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_9/16_x_3_1/2_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	9/16	0.563	12	0.0833	1.5	2.0	N	1.5	3_1/2	3.5	1.041	1.0	0.315	0.293	0.197	0.118	0.102	0.179	0.146	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 9/16 x 4 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_9/16_x_4_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	9/16	0.563	12	0.0833	1.5	2.0	N	1.5	4	4.0	1.041	1.0	0.315	0.293	0.197	0.118	0.102	0.179	0.146	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 9/16 x 4_1/2 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_9/16_x_4_1/2_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	9/16	0.563	12	0.0833	1.5	2.0	N	1.5	4_1/2	4.5	1.041	1.0	0.315	0.293	0.197	0.118	0.102	0.179	0.146	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 9/16 x 5 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_9/16_x_5_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	9/16	0.563	12	0.0833	1.5	2.0	N	1.5	5	5.0	1.041	1.0	0.315	0.293	0.197	0.118	0.102	0.179	0.146	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 9/16 x 5_1/2 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_9/16_x_5_1/2_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	9/16	0.563	12	0.0833	1.5	2.0	N	1.5	5_1/2	5.5	1.041	1.0	0.315	0.293	0.197	0.118	0.102	0.179	0.146	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 9/16 x 6 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_9/16_x_6_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	9/16	0.563	12	0.0833	1.5	2.0	N	1.5	6	6.0	1.041	1.0	0.315	0.293	0.197	0.118	0.102	0.179	0.146	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 5/8 x 5/8 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_5/8_x_5/8_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	5/8	0.625	11	0.0909	0.534	2.0	Y	1.5	5/8	0.625	1.172	1.125	0.35	0.325	0.219	0.133	0.116	0.197	0.162	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 5/8 x 3/4 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_5/8_x_3/4_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	5/8	0.625	11	0.0909	0.659	2.0	Y	1.5	3/4	0.75	1.172	1.125	0.35	0.325	0.219	0.133	0.116	0.197	0.162	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 5/8 x 7/8 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_5/8_x_7/8_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	5/8	0.625	11	0.0909	0.784	2.0	Y	1.5	7/8	0.875	1.172	1.125	0.35	0.325	0.219	0.133	0.116	0.197	0.162	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 5/8 x 1 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_5/8_x_1_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	5/8	0.625	11	0.0909	0.909	2.0	Y	1.5	1	1.0	1.172	1.125	0.35	0.325	0.219	0.133	0.116	0.197	0.162	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 5/8 x 1_1/4 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_5/8_x_1_1/4_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	5/8	0.625	11	0.0909	1.159	2.0	Y	1.5	1_1/4	1.25	1.172	1.125	0.35	0.325	0.219	0.133	0.116	0.197	0.162	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 5/8 x 1_1/2 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_5/8_x_1_1/2_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	5/8	0.625	11	0.0909	1.409	2.0	Y	1.5	1_1/2	1.5	1.172	1.125	0.35	0.325	0.219	0.133	0.116	0.197	0.162	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 5/8 x 1_3/4 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_5/8_x_1_3/4_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	5/8	0.625	11	0.0909	1.659	2.0	Y	1.5	1_3/4	1.75	1.172	1.125	0.35	0.325	0.219	0.133	0.116	0.197	0.162	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 5/8 x 2 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_5/8_x_2_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	5/8	0.625	11	0.0909	1.818	2.0	Y	1.5	2	2.0	1.172	1.125	0.35	0.325	0.219	0.133	0.116	0.197	0.162	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 5/8 x 2_1/4 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_5/8_x_2_1/4_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	5/8	0.625	11	0.0909	1.5	2.0	N	1.5	2_1/4	2.25	1.172	1.125	0.35	0.325	0.219	0.133	0.116	0.197	0.162	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 5/8 x 2_1/2 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_5/8_x_2_1/2_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	5/8	0.625	11	0.0909	1.5	2.0	N	1.5	2_1/2	2.5	1.172	1.125	0.35	0.325	0.219	0.133	0.116	0.197	0.162	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 5/8 x 2_3/4 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_5/8_x_2_3/4_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	5/8	0.625	11	0.0909	1.5	2.0	N	1.5	2_3/4	2.75	1.172	1.125	0.35	0.325	0.219	0.133	0.116	0.197	0.162	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 5/8 x 3 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_5/8_x_3_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	5/8	0.625	11	0.0909	1.5	2.0	N	1.5	3	3.0	1.172	1.125	0.35	0.325	0.219	0.133	0.116	0.197	0.162	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 5/8 x 3_1/4 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_5/8_x_3_1/4_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	5/8	0.625	11	0.0909	1.5	2.0	N	1.5	3_1/4	3.25	1.172	1.125	0.35	0.325	0.219	0.133	0.116	0.197	0.162	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 5/8 x 3_1/2 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_5/8_x_3_1/2_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	5/8	0.625	11	0.0909	1.5	2.0	N	1.5	3_1/2	3.5	1.172	1.125	0.35	0.325	0.219	0.133	0.116	0.197	0.162	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 5/8 x 4 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_5/8_x_4_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	5/8	0.625	11	0.0909	1.5	2.0	N	1.5	4	4.0	1.172	1.125	0.35	0.325	0.219	0.133	0.116	0.197	0.162	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 5/8 x 4_1/2 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_5/8_x_4_1/2_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	5/8	0.625	11	0.0909	1.5	2.0	N	1.5	4_1/2	4.5	1.172	1.125	0.35	0.325	0.219	0.133	0.116	0.197	0.162	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 5/8 x 5 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_5/8_x_5_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	5/8	0.625	11	0.0909	1.5	2.0	N	1.5	5	5.0	1.172	1.125	0.35	0.325	0.219	0.133	0.116	0.197	0.162	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 5/8 x 5_1/2 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_5/8_x_5_1/2_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	5/8	0.625	11	0.0909	1.5	2.0	N	1.5	5_1/2	5.5	1.172	1.125	0.35	0.325	0.219	0.133	0.116	0.197	0.162	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 5/8 x 6 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_5/8_x_6_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	5/8	0.625	11	0.0909	1.5	2.0	N	1.5	6	6.0	1.172	1.125	0.35	0.325	0.219	0.133	0.116	0.197	0.162	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/4 x 3/4 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_3/4_x_3/4_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	3/4	0.75	10	0.1000	0.65	2.0	Y	1.5	3/4	0.75	1.435	1.375	0.419	0.39	0.263	0.149	0.131	0.234	0.192	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/4 x 7/8 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_3/4_x_7/8_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	3/4	0.75	10	0.1000	0.775	2.0	Y	1.5	7/8	0.875	1.435	1.375	0.419	0.39	0.263	0.149	0.131	0.234	0.192	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/4 x 1 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_3/4_x_1_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	3/4	0.75	10	0.1000	0.9	2.0	Y	1.5	1	1.0	1.435	1.375	0.419	0.39	0.263	0.149	0.131	0.234	0.192	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/4 x 1_1/4 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_3/4_x_1_1/4_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	3/4	0.75	10	0.1000	1.15	2.0	Y	1.5	1_1/4	1.25	1.435	1.375	0.419	0.39	0.263	0.149	0.131	0.234	0.192	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/4 x 1_1/2 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_3/4_x_1_1/2_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	3/4	0.75	10	0.1000	1.4	2.0	Y	1.5	1_1/2	1.5	1.435	1.375	0.419	0.39	0.263	0.149	0.131	0.234	0.192	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/4 x 1_3/4 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_3/4_x_1_3/4_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	3/4	0.75	10	0.1000	1.65	2.0	Y	1.5	1_3/4	1.75	1.435	1.375	0.419	0.39	0.263	0.149	0.131	0.234	0.192	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/4 x 2 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_3/4_x_2_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	3/4	0.75	10	0.1000	1.9	2.0	Y	1.5	2	2.0	1.435	1.375	0.419	0.39	0.263	0.149	0.131	0.234	0.192	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/4 x 2_1/4 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_3/4_x_2_1/4_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	3/4	0.75	10	0.1000	1.5	2.0	N	1.5	2_1/4	2.25	1.435	1.375	0.419	0.39	0.263	0.149	0.131	0.234	0.192	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/4 x 2_1/2 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_3/4_x_2_1/2_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	3/4	0.75	10	0.1000	1.5	2.0	N	1.5	2_1/2	2.5	1.435	1.375	0.419	0.39	0.263	0.149	0.131	0.234	0.192	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/4 x 2_3/4 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_3/4_x_2_3/4_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	3/4	0.75	10	0.1000	1.5	2.0	N	1.5	2_3/4	2.75	1.435	1.375	0.419	0.39	0.263	0.149	0.131	0.234	0.192	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/4 x 3 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_3/4_x_3_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	3/4	0.75	10	0.1000	1.5	2.0	N	1.5	3	3.0	1.435	1.375	0.419	0.39	0.263	0.149	0.131	0.234	0.192	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/4 x 3_1/4 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_3/4_x_3_1/4_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	3/4	0.75	10	0.1000	1.5	2.0	N	1.5	3_1/4	3.25	1.435	1.375	0.419	0.39	0.263	0.149	0.131	0.234	0.192	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/4 x 3_1/2 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_3/4_x_3_1/2_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	3/4	0.75	10	0.1000	1.5	2.0	N	1.5	3_1/2	3.5	1.435	1.375	0.419	0.39	0.263	0.149	0.131	0.234	0.192	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/4 x 4 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_3/4_x_4_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	3/4	0.75	10	0.1000	1.5	2.0	N	1.5	4	4.0	1.435	1.375	0.419	0.39	0.263	0.149	0.131	0.234	0.192	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/4 x 4_1/2 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_3/4_x_4_1/2_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	3/4	0.75	10	0.1000	1.5	2.0	N	1.5	4_1/2	4.5	1.435	1.375	0.419	0.39	0.263	0.149	0.131	0.234	0.192	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/4 x 5 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_3/4_x_5_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	3/4	0.75	10	0.1000	1.5	2.0	N	1.5	5	5.0	1.435	1.375	0.419	0.39	0.263	0.149	0.131	0.234	0.192	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/4 x 5_1/2 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_3/4_x_5_1/2_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	3/4	0.75	10	0.1000	1.5	2.0	N	1.5	5_1/2	5.5	1.435	1.375	0.419	0.39	0.263	0.149	0.131	0.234	0.192	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/4 x 6 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_3/4_x_6_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	3/4	0.75	10	0.1000	1.5	2.0	N	1.5	6	6.0	1.435	1.375	0.419	0.39	0.263	0.149	0.131	0.234	0.192	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/4 x 6_1/2 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_3/4_x_6_1/2_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	3/4	0.75	10	0.1000	1.5	2.0	N	1.5	6_1/2	6.5	1.435	1.375	0.419	0.39	0.263	0.149	0.131	0.234	0.192	St	ASME B18.6.3	1998
