PartNumber	PartName	Nominal_size(ref)	Nominal_size(in)	t.p.i.	Pitch(in)	Threading(in)	Length(ref)	s-n-l	L_length(in)	Lg_grip_length	Lt_min thread_ref	D_body_dia(in)	A_head_dia(in)	H_head_height(in)	C_chamfer(in)	J_hexagon_socet_size(in)	T_key_engagement(in)	G_wall_thickness	K_chamfer(in)	Material	Reference	Edition
ASME B18.3 SCREW 1_1/4 x 1 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_1/4_x_1_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_1/4	1.25	7	0.1429	0.8	1      	1+	1.00	0.714	3.12	1.25	1.875	1.25	0.144	0.875	0.62	0.475	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/4 x 1.5 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_1/4_x_1.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_1/4	1.25	7	0.1429	1.3	1  1/2 	1+	1.50	0.714	3.12	1.25	1.875	1.25	0.144	0.875	0.62	0.475	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/4 x 2 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_1/4_x_2_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_1/4	1.25	7	0.1429	1.8	2      	1+	2.00	0.714	3.12	1.25	1.875	1.25	0.144	0.875	0.62	0.475	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/4 x 2.5 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_1/4_x_2.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_1/4	1.25	7	0.1429	2.3	2  1/2 	1+	2.50	0.714	3.12	1.25	1.875	1.25	0.144	0.875	0.62	0.475	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/4 x 3 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_1/4_x_3_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_1/4	1.25	7	0.1429	2.8	3      	1+	3.00	0.714	3.12	1.25	1.875	1.25	0.144	0.875	0.62	0.475	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/4 x 3.5 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_1/4_x_3.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_1/4	1.25	7	0.1429	3.12	3  1/2 	1+	3.50	0.714	3.12	1.25	1.875	1.25	0.144	0.875	0.62	0.475	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/4 x 4 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_1/4_x_4_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_1/4	1.25	7	0.1429	3.12	4      	1+	4.00	0.88	3.12	1.25	1.875	1.25	0.144	0.875	0.62	0.475	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/4 x 4.5 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_1/4_x_4.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_1/4	1.25	7	0.1429	3.12	4  1/2 	1+	4.50	1.38	3.12	1.25	1.875	1.25	0.144	0.875	0.62	0.475	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/4 x 5 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_1/4_x_5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_1/4	1.25	7	0.1429	3.12	5      	1+	5.00	1.88	3.12	1.25	1.875	1.25	0.144	0.875	0.62	0.475	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/4 x 5.5 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_1/4_x_5.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_1/4	1.25	7	0.1429	3.12	5  1/2 	1+	5.50	2.38	3.12	1.25	1.875	1.25	0.144	0.875	0.62	0.475	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/4 x 6 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_1/4_x_6_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_1/4	1.25	7	0.1429	3.12	6      	1+	6.00	2.88	3.12	1.25	1.875	1.25	0.144	0.875	0.62	0.475	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/4 x 6.5 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_1/4_x_6.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_1/4	1.25	7	0.1429	3.12	6  1/2 	1+	6.50	3.38	3.12	1.25	1.875	1.25	0.144	0.875	0.62	0.475	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/4 x 7 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_1/4_x_7_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_1/4	1.25	7	0.1429	3.12	7      	1+	7.00	3.88	3.12	1.25	1.875	1.25	0.144	0.875	0.62	0.475	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/4 x 8 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_1/4_x_8_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_1/4	1.25	7	0.1429	3.12	8      	1+	8.00	4.88	3.12	1.25	1.875	1.25	0.144	0.875	0.62	0.475	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/4 x 9 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_1/4_x_9_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_1/4	1.25	7	0.1429	3.12	9      	1+	9.00	5.88	3.12	1.25	1.875	1.25	0.144	0.875	0.62	0.475	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/4 x 10 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_1/4_x_10_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_1/4	1.25	7	0.1429	3.12	10      	1+	10.00	6.88	3.12	1.25	1.875	1.25	0.144	0.875	0.62	0.475	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/4 x 12 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_1/4_x_12_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_1/4	1.25	7	0.1429	3.12	12      	1+	12.00	8.88	3.12	1.25	1.875	1.25	0.144	0.875	0.62	0.475	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_3/8 x 1 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_3/8_x_1_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_3/8	1.375	6	0.1667	0.8	1      	1+	1.00	0.833	3.44	1.375	2.062	1.375	0.16	1.0	0.682	0.523	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_3/8 x 1.5 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_3/8_x_1.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_3/8	1.375	6	0.1667	1.3	1  1/2 	1+	1.50	0.833	3.44	1.375	2.062	1.375	0.16	1.0	0.682	0.523	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_3/8 x 2 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_3/8_x_2_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_3/8	1.375	6	0.1667	1.8	2      	1+	2.00	0.833	3.44	1.375	2.062	1.375	0.16	1.0	0.682	0.523	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_3/8 x 2.5 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_3/8_x_2.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_3/8	1.375	6	0.1667	2.3	2  1/2 	1+	2.50	0.833	3.44	1.375	2.062	1.375	0.16	1.0	0.682	0.523	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_3/8 x 3 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_3/8_x_3_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_3/8	1.375	6	0.1667	2.8	3      	1+	3.00	0.833	3.44	1.375	2.062	1.375	0.16	1.0	0.682	0.523	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_3/8 x 3.5 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_3/8_x_3.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_3/8	1.375	6	0.1667	3.3	3  1/2 	1+	3.50	0.833	3.44	1.375	2.062	1.375	0.16	1.0	0.682	0.523	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_3/8 x 4 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_3/8_x_4_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_3/8	1.375	6	0.1667	3.44	4      	1+	4.00	0.833	3.44	1.375	2.062	1.375	0.16	1.0	0.682	0.523	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_3/8 x 4.5 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_3/8_x_4.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_3/8	1.375	6	0.1667	3.44	4  1/2 	1+	4.50	1.06	3.44	1.375	2.062	1.375	0.16	1.0	0.682	0.523	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_3/8 x 5 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_3/8_x_5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_3/8	1.375	6	0.1667	3.44	5      	1+	5.00	1.56	3.44	1.375	2.062	1.375	0.16	1.0	0.682	0.523	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_3/8 x 5.5 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_3/8_x_5.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_3/8	1.375	6	0.1667	3.44	5  1/2 	1+	5.50	2.06	3.44	1.375	2.062	1.375	0.16	1.0	0.682	0.523	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_3/8 x 6 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_3/8_x_6_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_3/8	1.375	6	0.1667	3.44	6      	1+	6.00	2.56	3.44	1.375	2.062	1.375	0.16	1.0	0.682	0.523	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_3/8 x 6.5 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_3/8_x_6.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_3/8	1.375	6	0.1667	3.44	6  1/2 	1+	6.50	3.06	3.44	1.375	2.062	1.375	0.16	1.0	0.682	0.523	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_3/8 x 7 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_3/8_x_7_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_3/8	1.375	6	0.1667	3.44	7      	1+	7.00	3.56	3.44	1.375	2.062	1.375	0.16	1.0	0.682	0.523	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_3/8 x 8 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_3/8_x_8_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_3/8	1.375	6	0.1667	3.44	8      	1+	8.00	4.56	3.44	1.375	2.062	1.375	0.16	1.0	0.682	0.523	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_3/8 x 9 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_3/8_x_9_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_3/8	1.375	6	0.1667	3.44	9      	1+	9.00	5.56	3.44	1.375	2.062	1.375	0.16	1.0	0.682	0.523	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_3/8 x 10 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_3/8_x_10_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_3/8	1.375	6	0.1667	3.44	10      	1+	10.00	6.56	3.44	1.375	2.062	1.375	0.16	1.0	0.682	0.523	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_3/8 x 12 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_3/8_x_12_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_3/8	1.375	6	0.1667	3.44	12      	1+	12.00	8.56	3.44	1.375	2.062	1.375	0.16	1.0	0.682	0.523	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_3/8 x 14 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_3/8_x_14_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_3/8	1.375	6	0.1667	3.44	14      	1+	14.00	10.56	3.44	1.375	2.062	1.375	0.16	1.0	0.682	0.523	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/2 x 1 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_1/2_x_1_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_1/2	1.5	6	0.1667	0.8	1      	1+	1.00	0.833	3.75	1.5	2.25	1.5	0.176	1.0	0.745	0.57	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/2 x 1.5 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_1/2_x_1.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_1/2	1.5	6	0.1667	1.3	1  1/2 	1+	1.50	0.833	3.75	1.5	2.25	1.5	0.176	1.0	0.745	0.57	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/2 x 2 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_1/2_x_2_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_1/2	1.5	6	0.1667	1.8	2      	1+	2.00	0.833	3.75	1.5	2.25	1.5	0.176	1.0	0.745	0.57	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/2 x 2.5 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_1/2_x_2.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_1/2	1.5	6	0.1667	2.3	2  1/2 	1+	2.50	0.833	3.75	1.5	2.25	1.5	0.176	1.0	0.745	0.57	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/2 x 3 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_1/2_x_3_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_1/2	1.5	6	0.1667	2.8	3      	1+	3.00	0.833	3.75	1.5	2.25	1.5	0.176	1.0	0.745	0.57	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/2 x 3.5 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_1/2_x_3.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_1/2	1.5	6	0.1667	3.3	3  1/2 	1+	3.50	0.833	3.75	1.5	2.25	1.5	0.176	1.0	0.745	0.57	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/2 x 4 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_1/2_x_4_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_1/2	1.5	6	0.1667	3.75	4      	1+	4.00	0.833	3.75	1.5	2.25	1.5	0.176	1.0	0.745	0.57	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/2 x 4.5 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_1/2_x_4.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_1/2	1.5	6	0.1667	3.75	4  1/2 	1+	4.50	0.833	3.75	1.5	2.25	1.5	0.176	1.0	0.745	0.57	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/2 x 5 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_1/2_x_5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_1/2	1.5	6	0.1667	3.75	5      	1+	5.00	1.25	3.75	1.5	2.25	1.5	0.176	1.0	0.745	0.57	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/2 x 5.5 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_1/2_x_5.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_1/2	1.5	6	0.1667	3.75	5  1/2 	1+	5.50	1.75	3.75	1.5	2.25	1.5	0.176	1.0	0.745	0.57	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/2 x 6 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_1/2_x_6_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_1/2	1.5	6	0.1667	3.75	6      	1+	6.00	2.25	3.75	1.5	2.25	1.5	0.176	1.0	0.745	0.57	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/2 x 6.5 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_1/2_x_6.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_1/2	1.5	6	0.1667	3.75	6  1/2 	1+	6.50	2.75	3.75	1.5	2.25	1.5	0.176	1.0	0.745	0.57	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/2 x 7 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_1/2_x_7_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_1/2	1.5	6	0.1667	3.75	7      	1+	7.00	3.25	3.75	1.5	2.25	1.5	0.176	1.0	0.745	0.57	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/2 x 8 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_1/2_x_8_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_1/2	1.5	6	0.1667	3.75	8      	1+	8.00	4.25	3.75	1.5	2.25	1.5	0.176	1.0	0.745	0.57	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_3/4 x 1 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_3/4_x_1_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_3/4	1.75	5	0.2000	0.8	1      	1+	1.00	1.0	4.38	1.75	2.625	1.75	0.207	1.25	0.87	0.665	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_3/4 x 1.5 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_3/4_x_1.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_3/4	1.75	5	0.2000	1.3	1  1/2 	1+	1.50	1.0	4.38	1.75	2.625	1.75	0.207	1.25	0.87	0.665	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_3/4 x 2 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_3/4_x_2_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_3/4	1.75	5	0.2000	1.8	2      	1+	2.00	1.0	4.38	1.75	2.625	1.75	0.207	1.25	0.87	0.665	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_3/4 x 2.5 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_3/4_x_2.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_3/4	1.75	5	0.2000	2.3	2  1/2 	1+	2.50	1.0	4.38	1.75	2.625	1.75	0.207	1.25	0.87	0.665	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_3/4 x 3 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_3/4_x_3_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_3/4	1.75	5	0.2000	2.8	3      	1+	3.00	1.0	4.38	1.75	2.625	1.75	0.207	1.25	0.87	0.665	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_3/4 x 3.5 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_3/4_x_3.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_3/4	1.75	5	0.2000	3.3	3  1/2 	1+	3.50	1.0	4.38	1.75	2.625	1.75	0.207	1.25	0.87	0.665	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_3/4 x 4 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_3/4_x_4_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_3/4	1.75	5	0.2000	3.8	4      	1+	4.00	1.0	4.38	1.75	2.625	1.75	0.207	1.25	0.87	0.665	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_3/4 x 4.5 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_3/4_x_4.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_3/4	1.75	5	0.2000	4.3	4  1/2 	1+	4.50	1.0	4.38	1.75	2.625	1.75	0.207	1.25	0.87	0.665	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_3/4 x 5 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_3/4_x_5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_3/4	1.75	5	0.2000	4.38	5      	1+	5.00	1.0	4.38	1.75	2.625	1.75	0.207	1.25	0.87	0.665	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_3/4 x 5.5 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_3/4_x_5.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_3/4	1.75	5	0.2000	4.38	5  1/2 	1+	5.50	1.12	4.38	1.75	2.625	1.75	0.207	1.25	0.87	0.665	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_3/4 x 6 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_3/4_x_6_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_3/4	1.75	5	0.2000	4.38	6      	1+	6.00	1.62	4.38	1.75	2.625	1.75	0.207	1.25	0.87	0.665	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_3/4 x 6.5 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_3/4_x_6.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_3/4	1.75	5	0.2000	4.38	6  1/2 	1+	6.50	2.12	4.38	1.75	2.625	1.75	0.207	1.25	0.87	0.665	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_3/4 x 7 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_3/4_x_7_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_3/4	1.75	5	0.2000	4.38	7      	1+	7.00	2.62	4.38	1.75	2.625	1.75	0.207	1.25	0.87	0.665	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_3/4 x 8 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_3/4_x_8_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_3/4	1.75	5	0.2000	4.38	8      	1+	8.00	3.62	4.38	1.75	2.625	1.75	0.207	1.25	0.87	0.665	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_3/4 x 9 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_3/4_x_9_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_3/4	1.75	5	0.2000	4.38	9      	1+	9.00	4.62	4.38	1.75	2.625	1.75	0.207	1.25	0.87	0.665	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 2 x 1.5 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_2_x_1.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	2	2.0	4 1/2	0.2222	1.3	1  1/2 	1+	1.50	1.111	5.0	2.0	3.0	2.0	0.238	1.5	0.995	0.76	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 2 x 2 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_2_x_2_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	2	2.0	4 1/2	0.2222	1.8	2      	1+	2.00	1.111	5.0	2.0	3.0	2.0	0.238	1.5	0.995	0.76	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 2 x 2.5 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_2_x_2.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	2	2.0	4 1/2	0.2222	2.3	2  1/2 	1+	2.50	1.111	5.0	2.0	3.0	2.0	0.238	1.5	0.995	0.76	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 2 x 3 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_2_x_3_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	2	2.0	4 1/2	0.2222	2.8	3      	1+	3.00	1.111	5.0	2.0	3.0	2.0	0.238	1.5	0.995	0.76	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 2 x 3.5 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_2_x_3.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	2	2.0	4 1/2	0.2222	3.3	3  1/2 	1+	3.50	1.111	5.0	2.0	3.0	2.0	0.238	1.5	0.995	0.76	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 2 x 4 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_2_x_4_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	2	2.0	4 1/2	0.2222	3.8	4      	1+	4.00	1.111	5.0	2.0	3.0	2.0	0.238	1.5	0.995	0.76	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 2 x 4.5 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_2_x_4.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	2	2.0	4 1/2	0.2222	4.3	4  1/2 	1+	4.50	1.111	5.0	2.0	3.0	2.0	0.238	1.5	0.995	0.76	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 2 x 5 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_2_x_5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	2	2.0	4 1/2	0.2222	4.8	5      	1+	5.00	1.111	5.0	2.0	3.0	2.0	0.238	1.5	0.995	0.76	0.02	St	ASME B18.3	1998
