PartNumber	PartName	Pin_size_no(ref)	Basic_pin_dia(in)	Nominal_length(ref)	Length(in)	A_major_dia(in)	A_major_dia_commercial_class(in)	A_major_dia_precision_class(in)	R_end_crown_radius(in)	Class	Material	Reference	Edition
ASME B18.8.2 Pin 7/0 x 1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_7/0x1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	7/0	0.063	1/4	0.25	0.064	0.064	n/a	0.072	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 7/0 x 3/8 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_7/0x3/8_STEEL_COMMERCIAL_CLASS_TAPER_PIN	7/0	0.063	3/8	0.375	0.064	0.064	n/a	0.072	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 7/0 x 1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_7/0x1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	7/0	0.063	1/2	0.5	0.064	0.064	n/a	0.072	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 7/0 x 5/8 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_7/0x5/8_STEEL_COMMERCIAL_CLASS_TAPER_PIN	7/0	0.063	5/8	0.625	0.064	0.064	n/a	0.072	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 7/0 x 3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_7/0x3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	7/0	0.063	3/4	0.75	0.064	0.064	n/a	0.072	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 7/0 x 7/8 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_7/0x7/8_STEEL_COMMERCIAL_CLASS_TAPER_PIN	7/0	0.063	7/8	0.875	0.064	0.064	n/a	0.072	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 7/0 x 1 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_7/0x1_STEEL_COMMERCIAL_CLASS_TAPER_PIN	7/0	0.063	1	1.0	0.064	0.064	n/a	0.072	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 6/0 x 1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_6/0x1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	6/0	0.078	1/4	0.25	0.079	0.079	n/a	0.088	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 6/0 x 3/8 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_6/0x3/8_STEEL_COMMERCIAL_CLASS_TAPER_PIN	6/0	0.078	3/8	0.375	0.079	0.079	n/a	0.088	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 6/0 x 1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_6/0x1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	6/0	0.078	1/2	0.5	0.079	0.079	n/a	0.088	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 6/0 x 5/8 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_6/0x5/8_STEEL_COMMERCIAL_CLASS_TAPER_PIN	6/0	0.078	5/8	0.625	0.079	0.079	n/a	0.088	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 6/0 x 3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_6/0x3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	6/0	0.078	3/4	0.75	0.079	0.079	n/a	0.088	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 6/0 x 7/8 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_6/0x7/8_STEEL_COMMERCIAL_CLASS_TAPER_PIN	6/0	0.078	7/8	0.875	0.079	0.079	n/a	0.088	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 6/0 x 1 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_6/0x1_STEEL_COMMERCIAL_CLASS_TAPER_PIN	6/0	0.078	1	1.0	0.079	0.079	n/a	0.088	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 6/0 x 1_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_6/0x1_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	6/0	0.078	1_1/4	1.25	0.079	0.079	n/a	0.088	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 6/0 x 1_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_6/0x1_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	6/0	0.078	1_1/2	1.5	0.079	0.079	n/a	0.088	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 5/0 x 1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_5/0x1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	5/0	0.094	1/4	0.25	0.095	0.095	n/a	0.104	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 5/0 x 3/8 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_5/0x3/8_STEEL_COMMERCIAL_CLASS_TAPER_PIN	5/0	0.094	3/8	0.375	0.095	0.095	n/a	0.104	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 5/0 x 1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_5/0x1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	5/0	0.094	1/2	0.5	0.095	0.095	n/a	0.104	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 5/0 x 5/8 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_5/0x5/8_STEEL_COMMERCIAL_CLASS_TAPER_PIN	5/0	0.094	5/8	0.625	0.095	0.095	n/a	0.104	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 5/0 x 3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_5/0x3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	5/0	0.094	3/4	0.75	0.095	0.095	n/a	0.104	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 5/0 x 7/8 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_5/0x7/8_STEEL_COMMERCIAL_CLASS_TAPER_PIN	5/0	0.094	7/8	0.875	0.095	0.095	n/a	0.104	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 5/0 x 1 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_5/0x1_STEEL_COMMERCIAL_CLASS_TAPER_PIN	5/0	0.094	1	1.0	0.095	0.095	n/a	0.104	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 5/0 x 1_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_5/0x1_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	5/0	0.094	1_1/4	1.25	0.095	0.095	n/a	0.104	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 5/0 x 1_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_5/0x1_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	5/0	0.094	1_1/2	1.5	0.095	0.095	n/a	0.104	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 4/0 x 1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_4/0x1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	4/0	0.109	1/4	0.25	0.11	0.11	n/a	0.119	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 4/0 x 3/8 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_4/0x3/8_STEEL_COMMERCIAL_CLASS_TAPER_PIN	4/0	0.109	3/8	0.375	0.11	0.11	n/a	0.119	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 4/0 x 1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_4/0x1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	4/0	0.109	1/2	0.5	0.11	0.11	n/a	0.119	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 4/0 x 5/8 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_4/0x5/8_STEEL_COMMERCIAL_CLASS_TAPER_PIN	4/0	0.109	5/8	0.625	0.11	0.11	n/a	0.119	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 4/0 x 3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_4/0x3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	4/0	0.109	3/4	0.75	0.11	0.11	n/a	0.119	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 4/0 x 7/8 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_4/0x7/8_STEEL_COMMERCIAL_CLASS_TAPER_PIN	4/0	0.109	7/8	0.875	0.11	0.11	n/a	0.119	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 4/0 x 1 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_4/0x1_STEEL_COMMERCIAL_CLASS_TAPER_PIN	4/0	0.109	1	1.0	0.11	0.11	n/a	0.119	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 4/0 x 1_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_4/0x1_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	4/0	0.109	1_1/4	1.25	0.11	0.11	n/a	0.119	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 4/0 x 1_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_4/0x1_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	4/0	0.109	1_1/2	1.5	0.11	0.11	n/a	0.119	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 4/0 x 1_3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_4/0x1_3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	4/0	0.109	1_3/4	1.75	0.11	0.11	n/a	0.119	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 4/0 x 2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_4/0x2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	4/0	0.109	2	2.0	0.11	0.11	n/a	0.119	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 3/0 x 1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_3/0x1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	3/0	0.125	1/4	0.25	0.126	0.126	n/a	0.135	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 3/0 x 3/8 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_3/0x3/8_STEEL_COMMERCIAL_CLASS_TAPER_PIN	3/0	0.125	3/8	0.375	0.126	0.126	n/a	0.135	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 3/0 x 1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_3/0x1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	3/0	0.125	1/2	0.5	0.126	0.126	n/a	0.135	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 3/0 x 5/8 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_3/0x5/8_STEEL_COMMERCIAL_CLASS_TAPER_PIN	3/0	0.125	5/8	0.625	0.126	0.126	n/a	0.135	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 3/0 x 3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_3/0x3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	3/0	0.125	3/4	0.75	0.126	0.126	n/a	0.135	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 3/0 x 7/8 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_3/0x7/8_STEEL_COMMERCIAL_CLASS_TAPER_PIN	3/0	0.125	7/8	0.875	0.126	0.126	n/a	0.135	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 3/0 x 1 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_3/0x1_STEEL_COMMERCIAL_CLASS_TAPER_PIN	3/0	0.125	1	1.0	0.126	0.126	n/a	0.135	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 3/0 x 1_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_3/0x1_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	3/0	0.125	1_1/4	1.25	0.126	0.126	n/a	0.135	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 3/0 x 1_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_3/0x1_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	3/0	0.125	1_1/2	1.5	0.126	0.126	n/a	0.135	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 3/0 x 1_3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_3/0x1_3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	3/0	0.125	1_3/4	1.75	0.126	0.126	n/a	0.135	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 3/0 x 2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_3/0x2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	3/0	0.125	2	2.0	0.126	0.126	n/a	0.135	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 2/0 x 1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_2/0x1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	2/0	0.141	1/2	0.5	0.142	0.142	n/a	0.151	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 2/0 x 5/8 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_2/0x5/8_STEEL_COMMERCIAL_CLASS_TAPER_PIN	2/0	0.141	5/8	0.625	0.142	0.142	n/a	0.151	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 2/0 x 3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_2/0x3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	2/0	0.141	3/4	0.75	0.142	0.142	n/a	0.151	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 2/0 x 7/8 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_2/0x7/8_STEEL_COMMERCIAL_CLASS_TAPER_PIN	2/0	0.141	7/8	0.875	0.142	0.142	n/a	0.151	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 2/0 x 1 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_2/0x1_STEEL_COMMERCIAL_CLASS_TAPER_PIN	2/0	0.141	1	1.0	0.142	0.142	n/a	0.151	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 2/0 x 1_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_2/0x1_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	2/0	0.141	1_1/4	1.25	0.142	0.142	n/a	0.151	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 2/0 x 1_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_2/0x1_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	2/0	0.141	1_1/2	1.5	0.142	0.142	n/a	0.151	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 2/0 x 1_3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_2/0x1_3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	2/0	0.141	1_3/4	1.75	0.142	0.142	n/a	0.151	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 2/0 x 2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_2/0x2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	2/0	0.141	2	2.0	0.142	0.142	n/a	0.151	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 2/0 x 2_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_2/0x2_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	2/0	0.141	2_1/4	2.25	0.142	0.142	n/a	0.151	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 2/0 x 2_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_2/0x2_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	2/0	0.141	2_1/2	2.5	0.142	0.142	n/a	0.151	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 2/0 x 2_3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_2/0x2_3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	2/0	0.141	2_3/4	2.75	0.142	0.142	n/a	0.151	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 0 x 1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_0x1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	0	0.156	1/2	0.5	0.157	0.157	n/a	0.166	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 0 x 5/8 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_0x5/8_STEEL_COMMERCIAL_CLASS_TAPER_PIN	0	0.156	5/8	0.625	0.157	0.157	n/a	0.166	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 0 x 3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_0x3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	0	0.156	3/4	0.75	0.157	0.157	n/a	0.166	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 0 x 7/8 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_0x7/8_STEEL_COMMERCIAL_CLASS_TAPER_PIN	0	0.156	7/8	0.875	0.157	0.157	n/a	0.166	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 0 x 1 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_0x1_STEEL_COMMERCIAL_CLASS_TAPER_PIN	0	0.156	1	1.0	0.157	0.157	n/a	0.166	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 0 x 1_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_0x1_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	0	0.156	1_1/4	1.25	0.157	0.157	n/a	0.166	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 0 x 1_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_0x1_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	0	0.156	1_1/2	1.5	0.157	0.157	n/a	0.166	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 0 x 1_3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_0x1_3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	0	0.156	1_3/4	1.75	0.157	0.157	n/a	0.166	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 0 x 2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_0x2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	0	0.156	2	2.0	0.157	0.157	n/a	0.166	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 0 x 2_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_0x2_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	0	0.156	2_1/4	2.25	0.157	0.157	n/a	0.166	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 0 x 2_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_0x2_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	0	0.156	2_1/2	2.5	0.157	0.157	n/a	0.166	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 0 x 2_3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_0x2_3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	0	0.156	2_3/4	2.75	0.157	0.157	n/a	0.166	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 0 x 3 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_0x3_STEEL_COMMERCIAL_CLASS_TAPER_PIN	0	0.156	3	3.0	0.157	0.157	n/a	0.166	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 1 x 3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_1x3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	1	0.172	3/4	0.75	0.173	0.173	n/a	0.182	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 1 x 7/8 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_1x7/8_STEEL_COMMERCIAL_CLASS_TAPER_PIN	1	0.172	7/8	0.875	0.173	0.173	n/a	0.182	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 1 x 1 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_1x1_STEEL_COMMERCIAL_CLASS_TAPER_PIN	1	0.172	1	1.0	0.173	0.173	n/a	0.182	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 1 x 1_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_1x1_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	1	0.172	1_1/4	1.25	0.173	0.173	n/a	0.182	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 1 x 1_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_1x1_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	1	0.172	1_1/2	1.5	0.173	0.173	n/a	0.182	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 1 x 1_3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_1x1_3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	1	0.172	1_3/4	1.75	0.173	0.173	n/a	0.182	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 1 x 2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_1x2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	1	0.172	2	2.0	0.173	0.173	n/a	0.182	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 1 x 2_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_1x2_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	1	0.172	2_1/4	2.25	0.173	0.173	n/a	0.182	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 1 x 2_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_1x2_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	1	0.172	2_1/2	2.5	0.173	0.173	n/a	0.182	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 1 x 2_3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_1x2_3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	1	0.172	2_3/4	2.75	0.173	0.173	n/a	0.182	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 1 x 3 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_1x3_STEEL_COMMERCIAL_CLASS_TAPER_PIN	1	0.172	3	3.0	0.173	0.173	n/a	0.182	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 2 x 3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_2x3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	2	0.193	3/4	0.75	0.194	0.194	n/a	0.203	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 2 x 7/8 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_2x7/8_STEEL_COMMERCIAL_CLASS_TAPER_PIN	2	0.193	7/8	0.875	0.194	0.194	n/a	0.203	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 2 x 1 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_2x1_STEEL_COMMERCIAL_CLASS_TAPER_PIN	2	0.193	1	1.0	0.194	0.194	n/a	0.203	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 2 x 1_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_2x1_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	2	0.193	1_1/4	1.25	0.194	0.194	n/a	0.203	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 2 x 1_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_2x1_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	2	0.193	1_1/2	1.5	0.194	0.194	n/a	0.203	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 2 x 1_3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_2x1_3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	2	0.193	1_3/4	1.75	0.194	0.194	n/a	0.203	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 2 x 2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_2x2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	2	0.193	2	2.0	0.194	0.194	n/a	0.203	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 2 x 2_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_2x2_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	2	0.193	2_1/4	2.25	0.194	0.194	n/a	0.203	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 2 x 2_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_2x2_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	2	0.193	2_1/2	2.5	0.194	0.194	n/a	0.203	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 2 x 2_3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_2x2_3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	2	0.193	2_3/4	2.75	0.194	0.194	n/a	0.203	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 2 x 3 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_2x3_STEEL_COMMERCIAL_CLASS_TAPER_PIN	2	0.193	3	3.0	0.194	0.194	n/a	0.203	COMMERCIAL	St	ASME B18.8.2	2000
