PartNumber	PartName	d1_pin_nom_dia(mm)	l_pin_length_nom(mm)	l_pin_length_min(mm)	l_pin_length_max(mm)	d1_pin_max(mm)	d1_pin_min(mm)	d2_pin_id(mm)	a_cham_max(mm)	a_cham_min(mm)	s_wall_th(mm)	Material	Reference	Edition
ISO 8752 SPRING PIN 30x28 STEEL SLOTTED HEAVY DUTY	ISO_8752_30x28_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	30.0	28.0	27.5	28.5	30.9	30.5	18.5	3.4	3.0	6.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 30x30 STEEL SLOTTED HEAVY DUTY	ISO_8752_30x30_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	30.0	30.0	29.5	30.5	30.9	30.5	18.5	3.4	3.0	6.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 30x32 STEEL SLOTTED HEAVY DUTY	ISO_8752_30x32_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	30.0	32.0	31.5	32.5	30.9	30.5	18.5	3.4	3.0	6.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 30x35 STEEL SLOTTED HEAVY DUTY	ISO_8752_30x35_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	30.0	35.0	34.5	35.5	30.9	30.5	18.5	3.4	3.0	6.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 30x40 STEEL SLOTTED HEAVY DUTY	ISO_8752_30x40_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	30.0	40.0	39.5	40.5	30.9	30.5	18.5	3.4	3.0	6.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 30x45 STEEL SLOTTED HEAVY DUTY	ISO_8752_30x45_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	30.0	45.0	44.5	45.5	30.9	30.5	18.5	3.4	3.0	6.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 30x50 STEEL SLOTTED HEAVY DUTY	ISO_8752_30x50_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	30.0	50.0	49.5	50.5	30.9	30.5	18.5	3.4	3.0	6.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 30x55 STEEL SLOTTED HEAVY DUTY	ISO_8752_30x55_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	30.0	55.0	54.25	55.75	30.9	30.5	18.5	3.4	3.0	6.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 30x60 STEEL SLOTTED HEAVY DUTY	ISO_8752_30x60_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	30.0	60.0	59.25	60.75	30.9	30.5	18.5	3.4	3.0	6.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 30x65 STEEL SLOTTED HEAVY DUTY	ISO_8752_30x65_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	30.0	65.0	64.25	65.75	30.9	30.5	18.5	3.4	3.0	6.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 30x70 STEEL SLOTTED HEAVY DUTY	ISO_8752_30x70_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	30.0	70.0	69.25	70.75	30.9	30.5	18.5	3.4	3.0	6.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 30x75 STEEL SLOTTED HEAVY DUTY	ISO_8752_30x75_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	30.0	75.0	74.25	75.75	30.9	30.5	18.5	3.4	3.0	6.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 30x80 STEEL SLOTTED HEAVY DUTY	ISO_8752_30x80_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	30.0	80.0	79.25	80.75	30.9	30.5	18.5	3.4	3.0	6.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 30x85 STEEL SLOTTED HEAVY DUTY	ISO_8752_30x85_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	30.0	85.0	84.25	85.75	30.9	30.5	18.5	3.4	3.0	6.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 30x90 STEEL SLOTTED HEAVY DUTY	ISO_8752_30x90_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	30.0	90.0	89.25	90.75	30.9	30.5	18.5	3.4	3.0	6.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 30x95 STEEL SLOTTED HEAVY DUTY	ISO_8752_30x95_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	30.0	95.0	94.25	95.75	30.9	30.5	18.5	3.4	3.0	6.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 30x100 STEEL SLOTTED HEAVY DUTY	ISO_8752_30x100_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	30.0	100.0	99.25	100.75	30.9	30.5	18.5	3.4	3.0	6.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 30x120 STEEL SLOTTED HEAVY DUTY	ISO_8752_30x120_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	30.0	120.0	119.25	120.75	30.9	30.5	18.5	3.4	3.0	6.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 30x140 STEEL SLOTTED HEAVY DUTY	ISO_8752_30x140_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	30.0	140.0	139.25	140.75	30.9	30.5	18.5	3.4	3.0	6.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 30x160 STEEL SLOTTED HEAVY DUTY	ISO_8752_30x160_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	30.0	160.0	159.25	160.75	30.9	30.5	18.5	3.4	3.0	6.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 30x180 STEEL SLOTTED HEAVY DUTY	ISO_8752_30x180_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	30.0	180.0	179.25	180.75	30.9	30.5	18.5	3.4	3.0	6.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 30x200 STEEL SLOTTED HEAVY DUTY	ISO_8752_30x200_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	30.0	200.0	199.25	200.75	30.9	30.5	18.5	3.4	3.0	6.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 32x20 STEEL SLOTTED HEAVY DUTY	ISO_8752_32x20_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	32.0	20.0	19.5	20.5	32.9	32.5	20.5	3.6	3.0	6.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 32x22 STEEL SLOTTED HEAVY DUTY	ISO_8752_32x22_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	32.0	22.0	21.5	22.5	32.9	32.5	20.5	3.6	3.0	6.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 32x24 STEEL SLOTTED HEAVY DUTY	ISO_8752_32x24_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	32.0	24.0	23.5	24.5	32.9	32.5	20.5	3.6	3.0	6.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 32x26 STEEL SLOTTED HEAVY DUTY	ISO_8752_32x26_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	32.0	26.0	25.5	26.5	32.9	32.5	20.5	3.6	3.0	6.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 32x28 STEEL SLOTTED HEAVY DUTY	ISO_8752_32x28_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	32.0	28.0	27.5	28.5	32.9	32.5	20.5	3.6	3.0	6.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 32x30 STEEL SLOTTED HEAVY DUTY	ISO_8752_32x30_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	32.0	30.0	29.5	30.5	32.9	32.5	20.5	3.6	3.0	6.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 32x32 STEEL SLOTTED HEAVY DUTY	ISO_8752_32x32_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	32.0	32.0	31.5	32.5	32.9	32.5	20.5	3.6	3.0	6.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 32x35 STEEL SLOTTED HEAVY DUTY	ISO_8752_32x35_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	32.0	35.0	34.5	35.5	32.9	32.5	20.5	3.6	3.0	6.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 32x40 STEEL SLOTTED HEAVY DUTY	ISO_8752_32x40_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	32.0	40.0	39.5	40.5	32.9	32.5	20.5	3.6	3.0	6.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 32x45 STEEL SLOTTED HEAVY DUTY	ISO_8752_32x45_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	32.0	45.0	44.5	45.5	32.9	32.5	20.5	3.6	3.0	6.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 32x50 STEEL SLOTTED HEAVY DUTY	ISO_8752_32x50_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	32.0	50.0	49.5	50.5	32.9	32.5	20.5	3.6	3.0	6.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 32x55 STEEL SLOTTED HEAVY DUTY	ISO_8752_32x55_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	32.0	55.0	54.25	55.75	32.9	32.5	20.5	3.6	3.0	6.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 32x60 STEEL SLOTTED HEAVY DUTY	ISO_8752_32x60_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	32.0	60.0	59.25	60.75	32.9	32.5	20.5	3.6	3.0	6.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 32x65 STEEL SLOTTED HEAVY DUTY	ISO_8752_32x65_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	32.0	65.0	64.25	65.75	32.9	32.5	20.5	3.6	3.0	6.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 32x70 STEEL SLOTTED HEAVY DUTY	ISO_8752_32x70_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	32.0	70.0	69.25	70.75	32.9	32.5	20.5	3.6	3.0	6.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 32x75 STEEL SLOTTED HEAVY DUTY	ISO_8752_32x75_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	32.0	75.0	74.25	75.75	32.9	32.5	20.5	3.6	3.0	6.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 32x80 STEEL SLOTTED HEAVY DUTY	ISO_8752_32x80_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	32.0	80.0	79.25	80.75	32.9	32.5	20.5	3.6	3.0	6.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 32x85 STEEL SLOTTED HEAVY DUTY	ISO_8752_32x85_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	32.0	85.0	84.25	85.75	32.9	32.5	20.5	3.6	3.0	6.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 32x90 STEEL SLOTTED HEAVY DUTY	ISO_8752_32x90_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	32.0	90.0	89.25	90.75	32.9	32.5	20.5	3.6	3.0	6.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 32x95 STEEL SLOTTED HEAVY DUTY	ISO_8752_32x95_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	32.0	95.0	94.25	95.75	32.9	32.5	20.5	3.6	3.0	6.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 32x100 STEEL SLOTTED HEAVY DUTY	ISO_8752_32x100_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	32.0	100.0	99.25	100.75	32.9	32.5	20.5	3.6	3.0	6.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 32x120 STEEL SLOTTED HEAVY DUTY	ISO_8752_32x120_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	32.0	120.0	119.25	120.75	32.9	32.5	20.5	3.6	3.0	6.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 32x140 STEEL SLOTTED HEAVY DUTY	ISO_8752_32x140_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	32.0	140.0	139.25	140.75	32.9	32.5	20.5	3.6	3.0	6.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 32x160 STEEL SLOTTED HEAVY DUTY	ISO_8752_32x160_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	32.0	160.0	159.25	160.75	32.9	32.5	20.5	3.6	3.0	6.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 32x180 STEEL SLOTTED HEAVY DUTY	ISO_8752_32x180_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	32.0	180.0	179.25	180.75	32.9	32.5	20.5	3.6	3.0	6.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 32x200 STEEL SLOTTED HEAVY DUTY	ISO_8752_32x200_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	32.0	200.0	199.25	200.75	32.9	32.5	20.5	3.6	3.0	6.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 35x20 STEEL SLOTTED HEAVY DUTY	ISO_8752_35x20_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	35.0	20.0	19.5	20.5	35.9	35.5	21.5	3.6	3.0	7.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 35x22 STEEL SLOTTED HEAVY DUTY	ISO_8752_35x22_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	35.0	22.0	21.5	22.5	35.9	35.5	21.5	3.6	3.0	7.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 35x24 STEEL SLOTTED HEAVY DUTY	ISO_8752_35x24_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	35.0	24.0	23.5	24.5	35.9	35.5	21.5	3.6	3.0	7.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 35x26 STEEL SLOTTED HEAVY DUTY	ISO_8752_35x26_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	35.0	26.0	25.5	26.5	35.9	35.5	21.5	3.6	3.0	7.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 35x28 STEEL SLOTTED HEAVY DUTY	ISO_8752_35x28_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	35.0	28.0	27.5	28.5	35.9	35.5	21.5	3.6	3.0	7.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 35x30 STEEL SLOTTED HEAVY DUTY	ISO_8752_35x30_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	35.0	30.0	29.5	30.5	35.9	35.5	21.5	3.6	3.0	7.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 35x32 STEEL SLOTTED HEAVY DUTY	ISO_8752_35x32_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	35.0	32.0	31.5	32.5	35.9	35.5	21.5	3.6	3.0	7.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 35x35 STEEL SLOTTED HEAVY DUTY	ISO_8752_35x35_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	35.0	35.0	34.5	35.5	35.9	35.5	21.5	3.6	3.0	7.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 35x40 STEEL SLOTTED HEAVY DUTY	ISO_8752_35x40_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	35.0	40.0	39.5	40.5	35.9	35.5	21.5	3.6	3.0	7.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 35x45 STEEL SLOTTED HEAVY DUTY	ISO_8752_35x45_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	35.0	45.0	44.5	45.5	35.9	35.5	21.5	3.6	3.0	7.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 35x50 STEEL SLOTTED HEAVY DUTY	ISO_8752_35x50_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	35.0	50.0	49.5	50.5	35.9	35.5	21.5	3.6	3.0	7.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 35x55 STEEL SLOTTED HEAVY DUTY	ISO_8752_35x55_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	35.0	55.0	54.25	55.75	35.9	35.5	21.5	3.6	3.0	7.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 35x60 STEEL SLOTTED HEAVY DUTY	ISO_8752_35x60_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	35.0	60.0	59.25	60.75	35.9	35.5	21.5	3.6	3.0	7.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 35x65 STEEL SLOTTED HEAVY DUTY	ISO_8752_35x65_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	35.0	65.0	64.25	65.75	35.9	35.5	21.5	3.6	3.0	7.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 35x70 STEEL SLOTTED HEAVY DUTY	ISO_8752_35x70_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	35.0	70.0	69.25	70.75	35.9	35.5	21.5	3.6	3.0	7.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 35x75 STEEL SLOTTED HEAVY DUTY	ISO_8752_35x75_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	35.0	75.0	74.25	75.75	35.9	35.5	21.5	3.6	3.0	7.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 35x80 STEEL SLOTTED HEAVY DUTY	ISO_8752_35x80_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	35.0	80.0	79.25	80.75	35.9	35.5	21.5	3.6	3.0	7.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 35x85 STEEL SLOTTED HEAVY DUTY	ISO_8752_35x85_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	35.0	85.0	84.25	85.75	35.9	35.5	21.5	3.6	3.0	7.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 35x90 STEEL SLOTTED HEAVY DUTY	ISO_8752_35x90_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	35.0	90.0	89.25	90.75	35.9	35.5	21.5	3.6	3.0	7.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 35x95 STEEL SLOTTED HEAVY DUTY	ISO_8752_35x95_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	35.0	95.0	94.25	95.75	35.9	35.5	21.5	3.6	3.0	7.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 35x100 STEEL SLOTTED HEAVY DUTY	ISO_8752_35x100_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	35.0	100.0	99.25	100.75	35.9	35.5	21.5	3.6	3.0	7.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 35x120 STEEL SLOTTED HEAVY DUTY	ISO_8752_35x120_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	35.0	120.0	119.25	120.75	35.9	35.5	21.5	3.6	3.0	7.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 35x140 STEEL SLOTTED HEAVY DUTY	ISO_8752_35x140_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	35.0	140.0	139.25	140.75	35.9	35.5	21.5	3.6	3.0	7.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 35x160 STEEL SLOTTED HEAVY DUTY	ISO_8752_35x160_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	35.0	160.0	159.25	160.75	35.9	35.5	21.5	3.6	3.0	7.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 35x180 STEEL SLOTTED HEAVY DUTY	ISO_8752_35x180_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	35.0	180.0	179.25	180.75	35.9	35.5	21.5	3.6	3.0	7.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 35x200 STEEL SLOTTED HEAVY DUTY	ISO_8752_35x200_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	35.0	200.0	199.25	200.75	35.9	35.5	21.5	3.6	3.0	7.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 38x20 STEEL SLOTTED HEAVY DUTY	ISO_8752_38x20_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	38.0	20.0	19.5	20.5	38.9	38.5	23.5	4.6	4.0	7.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 38x22 STEEL SLOTTED HEAVY DUTY	ISO_8752_38x22_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	38.0	22.0	21.5	22.5	38.9	38.5	23.5	4.6	4.0	7.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 38x24 STEEL SLOTTED HEAVY DUTY	ISO_8752_38x24_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	38.0	24.0	23.5	24.5	38.9	38.5	23.5	4.6	4.0	7.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 38x26 STEEL SLOTTED HEAVY DUTY	ISO_8752_38x26_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	38.0	26.0	25.5	26.5	38.9	38.5	23.5	4.6	4.0	7.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 38x28 STEEL SLOTTED HEAVY DUTY	ISO_8752_38x28_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	38.0	28.0	27.5	28.5	38.9	38.5	23.5	4.6	4.0	7.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 38x30 STEEL SLOTTED HEAVY DUTY	ISO_8752_38x30_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	38.0	30.0	29.5	30.5	38.9	38.5	23.5	4.6	4.0	7.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 38x32 STEEL SLOTTED HEAVY DUTY	ISO_8752_38x32_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	38.0	32.0	31.5	32.5	38.9	38.5	23.5	4.6	4.0	7.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 38x35 STEEL SLOTTED HEAVY DUTY	ISO_8752_38x35_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	38.0	35.0	34.5	35.5	38.9	38.5	23.5	4.6	4.0	7.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 38x40 STEEL SLOTTED HEAVY DUTY	ISO_8752_38x40_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	38.0	40.0	39.5	40.5	38.9	38.5	23.5	4.6	4.0	7.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 38x45 STEEL SLOTTED HEAVY DUTY	ISO_8752_38x45_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	38.0	45.0	44.5	45.5	38.9	38.5	23.5	4.6	4.0	7.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 38x50 STEEL SLOTTED HEAVY DUTY	ISO_8752_38x50_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	38.0	50.0	49.5	50.5	38.9	38.5	23.5	4.6	4.0	7.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 38x55 STEEL SLOTTED HEAVY DUTY	ISO_8752_38x55_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	38.0	55.0	54.25	55.75	38.9	38.5	23.5	4.6	4.0	7.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 38x60 STEEL SLOTTED HEAVY DUTY	ISO_8752_38x60_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	38.0	60.0	59.25	60.75	38.9	38.5	23.5	4.6	4.0	7.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 38x65 STEEL SLOTTED HEAVY DUTY	ISO_8752_38x65_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	38.0	65.0	64.25	65.75	38.9	38.5	23.5	4.6	4.0	7.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 38x70 STEEL SLOTTED HEAVY DUTY	ISO_8752_38x70_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	38.0	70.0	69.25	70.75	38.9	38.5	23.5	4.6	4.0	7.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 38x75 STEEL SLOTTED HEAVY DUTY	ISO_8752_38x75_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	38.0	75.0	74.25	75.75	38.9	38.5	23.5	4.6	4.0	7.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 38x80 STEEL SLOTTED HEAVY DUTY	ISO_8752_38x80_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	38.0	80.0	79.25	80.75	38.9	38.5	23.5	4.6	4.0	7.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 38x85 STEEL SLOTTED HEAVY DUTY	ISO_8752_38x85_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	38.0	85.0	84.25	85.75	38.9	38.5	23.5	4.6	4.0	7.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 38x90 STEEL SLOTTED HEAVY DUTY	ISO_8752_38x90_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	38.0	90.0	89.25	90.75	38.9	38.5	23.5	4.6	4.0	7.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 38x95 STEEL SLOTTED HEAVY DUTY	ISO_8752_38x95_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	38.0	95.0	94.25	95.75	38.9	38.5	23.5	4.6	4.0	7.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 38x100 STEEL SLOTTED HEAVY DUTY	ISO_8752_38x100_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	38.0	100.0	99.25	100.75	38.9	38.5	23.5	4.6	4.0	7.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 38x120 STEEL SLOTTED HEAVY DUTY	ISO_8752_38x120_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	38.0	120.0	119.25	120.75	38.9	38.5	23.5	4.6	4.0	7.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 38x140 STEEL SLOTTED HEAVY DUTY	ISO_8752_38x140_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	38.0	140.0	139.25	140.75	38.9	38.5	23.5	4.6	4.0	7.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 38x160 STEEL SLOTTED HEAVY DUTY	ISO_8752_38x160_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	38.0	160.0	159.25	160.75	38.9	38.5	23.5	4.6	4.0	7.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 38x180 STEEL SLOTTED HEAVY DUTY	ISO_8752_38x180_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	38.0	180.0	179.25	180.75	38.9	38.5	23.5	4.6	4.0	7.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 38x200 STEEL SLOTTED HEAVY DUTY	ISO_8752_38x200_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	38.0	200.0	199.25	200.75	38.9	38.5	23.5	4.6	4.0	7.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 40x20 STEEL SLOTTED HEAVY DUTY	ISO_8752_40x20_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	40.0	20.0	19.5	20.5	40.9	40.5	25.5	4.6	4.0	7.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 40x22 STEEL SLOTTED HEAVY DUTY	ISO_8752_40x22_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	40.0	22.0	21.5	22.5	40.9	40.5	25.5	4.6	4.0	7.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 40x24 STEEL SLOTTED HEAVY DUTY	ISO_8752_40x24_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	40.0	24.0	23.5	24.5	40.9	40.5	25.5	4.6	4.0	7.5	St	ISO 8752	1997
