PartNumber	PartName	D_dia_nom(mm)	L_nom(mm)	D_dia_max(mm)	D_dia_min(mm)	Dk_dia_max(mm)	Dk_dia_min(mm)	K_max(mm)	K_min(mm)	E_radius(mm)	R_radius_nom(mm)	t1_max(mm)	t2_max(mm)	Dp_max(mm)	Dp_min(mm)	D1_hole_dia_nom(mm)	D1_hole_dia_max(mm)	D1_hole_dia_min(mm)	Lh_hole_ctrs(mm)	Type	Material	Reference	Edition
ASME B.18.8.8M PIN 8x75 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_8x75_STEEL_TYPE_B_HEADED_CLEVIS_PIN	8.0	75.0	8.0	7.91	14.0	13.57	3.2	2.8	1.0	0.6	0.39	0.86	6.3	5.7	2.0	2.14	2.0	69.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 8x80 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_8x80_STEEL_TYPE_B_HEADED_CLEVIS_PIN	8.0	80.0	8.0	7.91	14.0	13.57	3.2	2.8	1.0	0.6	0.39	0.86	6.3	5.7	2.0	2.14	2.0	74.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 10x20 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_10x20_STEEL_TYPE_B_HEADED_CLEVIS_PIN	10.0	20.0	10.0	9.91	18.0	17.57	4.2	3.8	1.0	0.6	0.5	0.86	8.3	7.7	3.0	3.38	3.2	14.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 10x22 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_10x22_STEEL_TYPE_B_HEADED_CLEVIS_PIN	10.0	22.0	10.0	9.91	18.0	17.57	4.2	3.8	1.0	0.6	0.5	0.86	8.3	7.7	3.0	3.38	3.2	16.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 10x24 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_10x24_STEEL_TYPE_B_HEADED_CLEVIS_PIN	10.0	24.0	10.0	9.91	18.0	17.57	4.2	3.8	1.0	0.6	0.5	0.86	8.3	7.7	3.0	3.38	3.2	18.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 10x26 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_10x26_STEEL_TYPE_B_HEADED_CLEVIS_PIN	10.0	26.0	10.0	9.91	18.0	17.57	4.2	3.8	1.0	0.6	0.5	0.86	8.3	7.7	3.0	3.38	3.2	20.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 10x28 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_10x28_STEEL_TYPE_B_HEADED_CLEVIS_PIN	10.0	28.0	10.0	9.91	18.0	17.57	4.2	3.8	1.0	0.6	0.5	0.86	8.3	7.7	3.0	3.38	3.2	22.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 10x30 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_10x30_STEEL_TYPE_B_HEADED_CLEVIS_PIN	10.0	30.0	10.0	9.91	18.0	17.57	4.2	3.8	1.0	0.6	0.5	0.86	8.3	7.7	3.0	3.38	3.2	24.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 10x32 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_10x32_STEEL_TYPE_B_HEADED_CLEVIS_PIN	10.0	32.0	10.0	9.91	18.0	17.57	4.2	3.8	1.0	0.6	0.5	0.86	8.3	7.7	3.0	3.38	3.2	26.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 10x35 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_10x35_STEEL_TYPE_B_HEADED_CLEVIS_PIN	10.0	35.0	10.0	9.91	18.0	17.57	4.2	3.8	1.0	0.6	0.5	0.86	8.3	7.7	3.0	3.38	3.2	29.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 10x40 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_10x40_STEEL_TYPE_B_HEADED_CLEVIS_PIN	10.0	40.0	10.0	9.91	18.0	17.57	4.2	3.8	1.0	0.6	0.5	0.86	8.3	7.7	3.0	3.38	3.2	34.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 10x45 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_10x45_STEEL_TYPE_B_HEADED_CLEVIS_PIN	10.0	45.0	10.0	9.91	18.0	17.57	4.2	3.8	1.0	0.6	0.5	0.86	8.3	7.7	3.0	3.38	3.2	39.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 10x50 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_10x50_STEEL_TYPE_B_HEADED_CLEVIS_PIN	10.0	50.0	10.0	9.91	18.0	17.57	4.2	3.8	1.0	0.6	0.5	0.86	8.3	7.7	3.0	3.38	3.2	44.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 10x55 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_10x55_STEEL_TYPE_B_HEADED_CLEVIS_PIN	10.0	55.0	10.0	9.91	14.0	17.57	4.2	3.8	1.0	0.6	0.5	0.86	8.3	7.7	3.0	3.38	3.2	48.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 10x60 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_10x60_STEEL_TYPE_B_HEADED_CLEVIS_PIN	10.0	60.0	10.0	9.91	18.0	17.57	4.2	3.8	1.0	0.6	0.5	0.86	8.3	7.7	3.0	3.38	3.2	53.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 10x65 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_10x65_STEEL_TYPE_B_HEADED_CLEVIS_PIN	10.0	65.0	10.0	9.91	18.0	17.57	4.2	3.8	1.0	0.6	0.5	0.86	8.3	7.7	3.0	3.38	3.2	58.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 10x70 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_10x70_STEEL_TYPE_B_HEADED_CLEVIS_PIN	10.0	70.0	10.0	9.91	18.0	17.57	4.2	3.8	1.0	0.6	0.5	0.86	8.3	7.7	3.0	3.38	3.2	63.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 10x75 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_10x75_STEEL_TYPE_B_HEADED_CLEVIS_PIN	10.0	75.0	10.0	9.91	18.0	17.57	4.2	3.8	1.0	0.6	0.5	0.86	8.3	7.7	3.0	3.38	3.2	68.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 10x80 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_10x80_STEEL_TYPE_B_HEADED_CLEVIS_PIN	10.0	80.0	10.0	9.91	18.0	17.57	4.2	3.8	1.0	0.6	0.5	0.86	8.3	7.7	3.0	3.38	3.2	73.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 10x85 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_10x85_STEEL_TYPE_B_HEADED_CLEVIS_PIN	10.0	85.0	10.0	9.91	18.0	17.57	4.2	3.8	1.0	0.6	0.5	0.86	8.3	7.7	3.0	3.38	3.2	78.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 10x90 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_10x90_STEEL_TYPE_B_HEADED_CLEVIS_PIN	10.0	90.0	10.0	9.91	18.0	17.57	4.2	3.8	1.0	0.6	0.5	0.86	8.3	7.7	3.0	3.38	3.2	83.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 10x95 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_10x95_STEEL_TYPE_B_HEADED_CLEVIS_PIN	10.0	95.0	10.0	9.91	18.0	17.57	4.2	3.8	1.0	0.6	0.5	0.86	8.3	7.7	3.0	3.38	3.2	88.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 10x100 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_10x100_STEEL_TYPE_B_HEADED_CLEVIS_PIN	10.0	100.0	10.0	9.91	18.0	17.57	4.2	3.8	1.0	0.6	0.5	0.86	8.3	7.7	3.0	3.38	3.2	93.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 12x24 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_12x24_STEEL_TYPE_B_HEADED_CLEVIS_PIN	12.0	24.0	12.0	11.9	20.0	19.48	4.2	3.8	1.5	0.6	0.56	1.04	9.5	8.5	3.0	3.38	3.2	17.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 12x26 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_12x26_STEEL_TYPE_B_HEADED_CLEVIS_PIN	12.0	26.0	12.0	11.9	20.0	19.48	4.2	3.8	1.5	0.6	0.56	1.04	9.5	8.5	3.0	3.38	3.2	19.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 12x28 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_12x28_STEEL_TYPE_B_HEADED_CLEVIS_PIN	12.0	28.0	12.0	11.9	20.0	19.48	4.2	3.8	1.5	0.6	0.56	1.04	9.5	8.5	3.0	3.38	3.2	21.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 12x30 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_12x30_STEEL_TYPE_B_HEADED_CLEVIS_PIN	12.0	30.0	12.0	11.9	20.0	19.48	4.2	3.8	1.5	0.6	0.56	1.04	9.5	8.5	3.0	3.38	3.2	23.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 12x32 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_12x32_STEEL_TYPE_B_HEADED_CLEVIS_PIN	12.0	32.0	12.0	11.9	20.0	19.48	4.2	3.8	1.5	0.6	0.56	1.04	9.5	8.5	3.0	3.38	3.2	25.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 12x35 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_12x35_STEEL_TYPE_B_HEADED_CLEVIS_PIN	12.0	35.0	12.0	11.9	20.0	19.48	4.2	3.8	1.5	0.6	0.56	1.04	9.5	8.5	3.0	3.38	3.2	28.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 12x40 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_12x40_STEEL_TYPE_B_HEADED_CLEVIS_PIN	12.0	40.0	12.0	11.9	20.0	19.48	4.2	3.8	1.5	0.6	0.56	1.04	9.5	8.5	3.0	3.38	3.2	32.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 12x45 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_12x45_STEEL_TYPE_B_HEADED_CLEVIS_PIN	12.0	45.0	12.0	11.9	20.0	19.48	4.2	3.8	1.5	0.6	0.56	1.04	9.5	8.5	3.0	3.38	3.2	37.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 12x50 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_12x50_STEEL_TYPE_B_HEADED_CLEVIS_PIN	12.0	50.0	12.0	11.9	20.0	19.48	4.2	3.8	1.5	0.6	0.56	1.04	9.5	8.5	3.0	3.38	3.2	42.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 12x55 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_12x55_STEEL_TYPE_B_HEADED_CLEVIS_PIN	12.0	55.0	12.0	11.9	18.0	19.48	4.2	3.8	1.5	0.6	0.56	1.04	9.5	8.5	3.0	3.38	3.2	47.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 12x60 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_12x60_STEEL_TYPE_B_HEADED_CLEVIS_PIN	12.0	60.0	12.0	11.9	20.0	19.48	4.2	3.8	1.5	0.6	0.56	1.04	9.5	8.5	3.0	3.38	3.2	52.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 12x65 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_12x65_STEEL_TYPE_B_HEADED_CLEVIS_PIN	12.0	65.0	12.0	11.9	20.0	19.48	4.2	3.8	1.5	0.6	0.56	1.04	9.5	8.5	3.0	3.38	3.2	57.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 12x70 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_12x70_STEEL_TYPE_B_HEADED_CLEVIS_PIN	12.0	70.0	12.0	11.9	20.0	19.48	4.2	3.8	1.5	0.6	0.56	1.04	9.5	8.5	3.0	3.38	3.2	62.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 12x75 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_12x75_STEEL_TYPE_B_HEADED_CLEVIS_PIN	12.0	75.0	12.0	11.9	20.0	19.48	4.2	3.8	1.5	0.6	0.56	1.04	9.5	8.5	3.0	3.38	3.2	67.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 12x80 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_12x80_STEEL_TYPE_B_HEADED_CLEVIS_PIN	12.0	80.0	12.0	11.9	20.0	19.48	4.2	3.8	1.5	0.6	0.56	1.04	9.5	8.5	3.0	3.38	3.2	72.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 12x85 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_12x85_STEEL_TYPE_B_HEADED_CLEVIS_PIN	12.0	85.0	12.0	11.9	20.0	19.48	4.2	3.8	1.5	0.6	0.56	1.04	9.5	8.5	3.0	3.38	3.2	77.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 12x90 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_12x90_STEEL_TYPE_B_HEADED_CLEVIS_PIN	12.0	90.0	12.0	11.9	20.0	19.48	4.2	3.8	1.5	0.6	0.56	1.04	9.5	8.5	3.0	3.38	3.2	82.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 12x95 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_12x95_STEEL_TYPE_B_HEADED_CLEVIS_PIN	12.0	95.0	12.0	11.9	20.0	19.48	4.2	3.8	1.5	0.6	0.56	1.04	9.5	8.5	3.0	3.38	3.2	87.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 12x100 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_12x100_STEEL_TYPE_B_HEADED_CLEVIS_PIN	12.0	100.0	12.0	11.9	20.0	19.48	4.2	3.8	1.5	0.6	0.56	1.04	9.5	8.5	3.0	3.38	3.2	92.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 12x120 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_12x120_STEEL_TYPE_B_HEADED_CLEVIS_PIN	12.0	120.0	12.0	11.9	20.0	19.48	4.2	3.8	1.5	0.6	0.56	1.04	9.5	8.5	3.0	3.38	3.2	112.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 14x28 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_14x28_STEEL_TYPE_B_HEADED_CLEVIS_PIN	14.0	28.0	14.0	13.9	22.0	21.48	4.2	3.8	1.5	0.6	0.61	1.04	11.5	10.5	4.0	4.18	4.0	20.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 14x30 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_14x30_STEEL_TYPE_B_HEADED_CLEVIS_PIN	14.0	30.0	14.0	13.9	22.0	21.48	4.2	3.8	1.5	0.6	0.61	1.04	11.5	10.5	4.0	4.18	4.0	22.5	B	St	ASME B18.8.8M	2000
